Date,Name,Tweets,EUR_GBP,USD_GBP,RUB_GBP
2020-10-22,Boris Johnson,"We are wrapping our arms around the country to give people the support they need to get through this.

That's why… https://t.co/maECaOIe1I",1.1072,1.3095,100.2095
2020-10-22,Boris Johnson,"RT @10DowningStreet: Prime Minister @BorisJohnson welcomed Iraqi Prime Minister, Mustafa al-Kadhimi @MAKadhimi @IraqiPMO to Downing Street…",1.1072,1.3095,100.2095
2020-10-22,Boris Johnson,"Keeping active this year has been challenging for all of us.

Thanks to everyone who is working tirelessly to help… https://t.co/dGCdcnIkml",1.1072,1.3095,100.2095
2020-10-21,Boris Johnson,Great to meet some of our Black service personnel yesterday. A reminder during #BlackHistoryMonth that many Black B… https://t.co/VmW1SQ9PwP,1.1085,1.3163,101.0392
2020-10-20,Boris Johnson,WATCH LIVE: An update on coronavirus. (20 October 2020) https://t.co/ZgJZoPBM2C,1.0955,1.2962,100.5229
2020-10-19,,,1.1031,1.2997,100.6959
2020-10-16,Boris Johnson,"Over the next few weeks, new rapid COVID-19 tests will be trialled across the country. This will enable us to test… https://t.co/GN2n9rKQKP",1.1033,1.293,100.7508
2020-10-16,Boris Johnson,"RT @10DowningStreet: The UK will be trialling and distributing new rapid COVID-19 tests, with regular testing for priority groups such as N…",1.1033,1.293,100.7508
2020-10-16,Boris Johnson,WATCH LIVE: An update on coronavirus. (16 October 2020) https://t.co/TrPvFPQDnf,1.1033,1.293,100.7508
2020-10-16,Boris Johnson,"My update on our negotiations with the EU.

https://t.co/1yPBFWgxcn",1.1033,1.293,100.7508
2020-10-15,Boris Johnson,RT @RishiSunak: 1/ I wanted to take a moment to explain how the Job Support Scheme compares to other countries and how it interacts with UC…,1.1031,1.2906,101.0527
2020-10-15,Boris Johnson,"RT @10DowningStreet: Today is #GlobalHandwashingDay.

Washing your hands with soap and water for 20 seconds regularly helps stop the spread…",1.1031,1.2906,101.0527
2020-10-14,Boris Johnson,"Good to meet with @Minette_Batters today. I will always support our fantastic farmers, who have worked tirelessly d… https://t.co/JFHtRRCKvc",1.1091,1.3041,101.0058
2020-10-14,Boris Johnson,RT @10DowningStreet: Today the Local COVID Alert Levels come into force. Use the postcode checker to find out what this means in your area:…,1.1091,1.3041,101.0058
2020-10-13,Boris Johnson,"We’re simplifying and standardising local rules in England by introducing three Local COVID Alert levels, with each… https://t.co/ahtRzdBzNT",1.1057,1.2987,100.1947
2020-10-12,Boris Johnson,"RT @10DowningStreet: We are introducing a three tiered system of local COVID Alert Levels in England. 
 
[Tap to expand the graphics]
 
For…",1.1064,1.307,100.7599
2020-10-12,Boris Johnson,WATCH LIVE: An update on coronavirus (12 October 2020) https://t.co/hyzM4BhQNT,1.1064,1.307,100.7599
2020-10-12,Boris Johnson,RT @10DowningStreet: WATCH LIVE: Prime Minister @BorisJohnson makes a statement on coronavirus in the @HouseOfCommons (12 October 2020) htt…,1.1064,1.307,100.7599
2020-10-12,Boris Johnson,"RT @10DowningStreet: WATCH LIVE: #Coronavirus data briefing (12 October 2020)
 
Speakers: 

🔵 Prof Jonathan Van-Tam, Deputy Chief Medical O…",1.1064,1.307,100.7599
2020-10-09,Boris Johnson,"RT @RishiSunak: 1/ I’m announcing today that I’m expanding the Jobs Support Scheme. 

Where the coronavirus restrictions legally require bu…",1.0999,1.2994,99.6727
2020-10-09,Boris Johnson,Congratulations to the @WFP on winning this year’s Nobel Peace Prize. The UK 🇬🇧 is proud to support its life-saving… https://t.co/7CLbbX5Iuz,1.0999,1.2994,99.6727
2020-10-08,Boris Johnson,"The @EarthshotPrize is a fantastic initiative by @KensingtonRoyal, bringing together some of the brightest minds to… https://t.co/4Apu1eIzdQ",1.1004,1.2928,100.197
2020-10-08,Boris Johnson,"The UK is Ukraine’s most fervent supporter. 

Whether it’s our defence support, stabilisation efforts, humanitarian… https://t.co/r3VnOzXQQS",1.1004,1.2928,100.197
2020-10-08,Boris Johnson,"During the pandemic our local, regional and national newspapers have proved indispensable in keeping communities re… https://t.co/BaQsnUTajB",1.1004,1.2928,100.197
2020-10-07,Boris Johnson,"RT @Conservatives: 🇬🇧 Our plan to 𝙩𝙧𝙖𝙣𝙨𝙛𝙤𝙧𝙢 𝙩𝙝𝙞𝙨 𝙘𝙤𝙪𝙣𝙩𝙧𝙮 will not be blown off course.

➡️ @BorisJohnson: ""Now is the moment to harness the…",1.0964,1.2895,100.8711
2020-10-07,Boris Johnson,We are taking the tough decisions to save lives and protect our NHS through this pandemic. #PMQs https://t.co/lyek1oSts3,1.0964,1.2895,100.8711
2020-10-07,Boris Johnson,"RT @Conservatives: ""We want to 𝙡𝙚𝙫𝙚𝙡 𝙪𝙥. 🇬🇧

""They want to 𝘭𝘦𝘷𝘦𝘭 𝘥𝘰𝘸𝘯."" 🥀

🗣 @BorisJohnson at #CPC20 👇 https://t.co/qDASzdqZRa",1.0964,1.2895,100.8711
2020-10-06,Boris Johnson,"We will become the world leader in low cost, clean power generation.

In ten years time, offshore wind will be powe… https://t.co/aDyIj3Wace",1.0997,1.2963,101.2053
2020-10-06,Boris Johnson,RT @Conservatives: 🔴LIVE: Prime Minister @BorisJohnson delivers his keynote speech at #CPC20👇 https://t.co/7g2fjwNsNo,1.0997,1.2963,101.2053
2020-10-06,Boris Johnson,"It falls to this generation, and this Government, to take this opportunity now to transform our country and… https://t.co/NqqT05dVwF",1.0997,1.2963,101.2053
2020-10-06,Boris Johnson,"We are going to defeat this virus, and transform this country for the better 🇬🇧 #BuildBackBetter https://t.co/XMYzeQ4pd0",1.0997,1.2963,101.2053
2020-10-05,Boris Johnson,RT @Conservatives: 🔴LIVE: Chancellor @RishiSunak delivers his keynote speech at #CPC20👇 https://t.co/APOJRvcCUR,1.1003,1.2974,101.5025
2020-10-05,Boris Johnson,Teachers have gone above and beyond throughout these past few months – keeping children learning in unprecedented c… https://t.co/Crscc2UcCX,1.1003,1.2974,101.5025
2020-10-05,Boris Johnson,"RT @10DowningStreet: Today Prime Minister @BorisJohnson and Chancellor @RishiSunak visited @octopus_energy, who are creating 1,000 new jobs…",1.1003,1.2974,101.5025
2020-10-05,Boris Johnson,"Brilliant to be at @Octopus_Energy today with @RishiSunak. 

It's UK tech companies like Octopus that will ensure w… https://t.co/9yUVSQnS6r",1.1003,1.2974,101.5025
2020-10-02,Boris Johnson,"From Morpeth to Milton Keynes, we are building 40 new hospitals across England to level up our NHS so more people h… https://t.co/4V2xrdCuoP",1.1039,1.2932,101.4914
2020-10-02,Boris Johnson,"RT @DHSCgovuk: We will build 40 new hospitals in England by 2030 🏥
 
In addition, eight further NHS schemes are invited to bid for future f…",1.1039,1.2932,101.4914
2020-10-02,Boris Johnson,"Saturday marks the start of this year’s 𝐂𝐨𝐧𝐬𝐞𝐫𝐯𝐚𝐭𝐢𝐯𝐞 𝐏𝐚𝐫𝐭𝐲 𝐂𝐨𝐧𝐟𝐞𝐫𝐞𝐧𝐜𝐞.

You can watch our keynote speakers live on… https://t.co/BCTnq4Gvn9",1.1039,1.2932,101.4914
2020-10-02,Boris Johnson,"We will get through this - but only if we work together. 
 
Continue to follow the rules, download the… https://t.co/id6hgOb51z",1.1039,1.2932,101.4914
2020-10-02,Boris Johnson,My best wishes to President Trump and the First Lady. Hope they both have a speedy recovery from coronavirus.,1.1039,1.2932,101.4914
2020-10-01,Boris Johnson,"This #BlackHistoryMonth let’s say thank you to figures from our past we haven’t always thanked before. 

Black hist… https://t.co/DzphWtJFEW",1.0964,1.287,99.7135
2020-10-01,Boris Johnson,"No matter how impatient we may be, how fed up we may become – there is only one way of defeating this virus. 
 
And… https://t.co/HNDh7YNITy",1.0964,1.287,99.7135
2020-10-01,Boris Johnson,"Together we will fight back against this virus, protect our NHS, and save many more lives. https://t.co/lQCMlglowL",1.0964,1.287,99.7135
2020-09-30,Boris Johnson,"RT @10DowningStreet: Map showing the distribution of positive COVID-19 tests by specimen date in England.
 
Colour scale and figures in ind…",1.1023,1.2924,100.3033
2020-09-30,Boris Johnson,"RT @10DowningStreet: WATCH LIVE: #Coronavirus press conference (30 September 2020)
 
Speakers: 

🔵 @BorisJohnson, Prime Minister
🔵 Prof Chr…",1.1023,1.2924,100.3033
2020-09-30,Boris Johnson,"Labour see this virus as a “good crisis” to exploit.

We will work to defeat it together and take this country forw… https://t.co/RBUE9AcqpN",1.1023,1.2924,100.3033
2020-09-30,Boris Johnson,"RT @10DowningStreet: “Let us leave the next generation a world every bit as diverse and wondrous as the one we inherited.” 

Today PM @Bori…",1.1023,1.2924,100.3033
2020-09-30,Boris Johnson,"RT @RishiSunak: Get a £5,000 Green Homes Grant voucher and save money on your energy bills.
 
Make your home greener and cheaper to run whi…",1.1023,1.2924,100.3033
2020-09-30,Boris Johnson,Now is the time to fix the system – and to make the fundamental changes that will improve outcomes and outputs for… https://t.co/anlSK7WO5X,1.1023,1.2924,100.3033
2020-09-29,Boris Johnson,"This is vital to control the spread of coronavirus and keep everyone safe. If you are in a high risk area, please c… https://t.co/C5qYmsJUqX",1.0947,1.2842,101.7022
2020-09-29,Boris Johnson,RT @10DowningStreet: WATCH LIVE: Prime Minister @BorisJohnson sets out our plan to transform our country’s training and skills system. http…,1.0947,1.2842,101.7022
2020-09-29,Boris Johnson,"Apologies, I misspoke today.
 
In the North East, new rules mean you cannot meet people from different households i… https://t.co/SFewgDzLm9",1.0947,1.2842,101.7022
2020-09-29,Boris Johnson,"Today we’re launching the Lifetime Skills Guarantee, so that everybody can get the skills and training they need to… https://t.co/59RjF3BEVc",1.0947,1.2842,101.7022
2020-09-28,Boris Johnson,@BillGates Fantastic to have your support Bill. We will work with our friends around the world to ensure vaccines r… https://t.co/gU4meqNnD4,1.1029,1.2842,101.6637
2020-09-28,Boris Johnson,"Biodiversity loss is happening at a frightening rate, and we must act now to take care of our beautiful countryside… https://t.co/I2VD7VLWU9",1.1029,1.2842,101.6637
2020-09-25,Boris Johnson,This morning I am raising a mug for @MacmillanCancer. COVID is affecting all of us- but every one of us knows someo… https://t.co/DkK4EPOBqj,1.0935,1.2705,99.4599
2020-09-25,Boris Johnson,"My deepest condolences go to the family, friends and colleagues of the police officer who was killed in Croydon las… https://t.co/olPQTaTlw4",1.0935,1.2705,99.4599
2020-09-24,Boris Johnson,Sir Harold Evans worked his way up from local papers to become a giant of British journalism. He will always be rem… https://t.co/gQqZ9X1Tew,1.0923,1.2714,98.2957
2020-09-24,Boris Johnson,"RT @RishiSunak: 1/ The Job Support Scheme will directly support the wages of people in work, giving businesses who face depressed winter de…",1.0923,1.2714,98.2957
2020-09-24,Boris Johnson,"Our police work tirelessly to serve our communities and make our streets safer, often in the most difficult of circ… https://t.co/TsQLmiDB9x",1.0923,1.2714,98.2957
2020-09-24,Boris Johnson,"Congratulations on your 100th Birthday Lawrence Goodman! 
 
I hugely admire the courage that you and all the Dambus… https://t.co/xkufMtYFM0",1.0923,1.2714,98.2957
2020-09-24,Boris Johnson,"It falls to each of us and every one of us to remember the basics – wash our hands, cover our faces, observe social… https://t.co/ndYuloz50Y",1.0923,1.2714,98.2957
2020-09-23,Boris Johnson,We are making the tough decisions to get this virus down. https://t.co/TpMM2m3d0h,1.0938,1.2765,97.9559
2020-09-23,Boris Johnson,Never in our history has our collective destiny and our collective health depended so completely on our individual… https://t.co/ex9Rzaw3Gi,1.0938,1.2765,97.9559
2020-09-22,Boris Johnson,An update on coronavirus. https://t.co/3uCUJ5grBm,1.0868,1.2721,96.9595
2020-09-22,Boris Johnson,RT @Conservatives: 💬 Prime Minister @BorisJohnson: This is what everyone needs to remember ⤵️ https://t.co/NbzVAr3Pdo,1.0868,1.2721,96.9595
2020-09-22,Boris Johnson,RT @10DowningStreet: WATCH LIVE: Prime Minister @BorisJohnson makes a statement in the @HouseOfCommons https://t.co/jYSIvjtv4b,1.0868,1.2721,96.9595
2020-09-21,Boris Johnson,RT @10DowningStreet: Last week PM @BorisJohnson spoke with Angela Rippon about the importance of supporting people with dementia during the…,1.0896,1.2795,97.7602
2020-09-18,Boris Johnson,"Today I visited the @JennerInstitute at @UniofOxford, where scientists are leading efforts in developing vaccines f… https://t.co/Pz2wGuhGgW",1.0928,1.2962,97.8435
2020-09-18,Boris Johnson,"Congratulations to @LiamFox for reaching the second round. 
 
With a wealth of experience of institutional reform,… https://t.co/r0GdzW8WhQ",1.0928,1.2962,97.8435
2020-09-18,Boris Johnson,"I know #RoshHashanah will be difficult this year without the close embrace of family, but I also know the Jews of B… https://t.co/svEnG6S3Mc",1.0928,1.2962,97.8435
2020-09-17,Theresa May,"It was also an honour to pay tribute to the 80,000 British soldiers who fought for the freedom of the Korean people… https://t.co/ajXE0dZ0HY",1.0954,1.2952,97.5576
2020-09-17,Theresa May,While in Korea I spoke at @wkforum and visited Seoul’s impressive Covid-19 command centre. We can learn from their… https://t.co/KSP3TBwznl,1.0954,1.2952,97.5576
2020-09-17,Boris Johnson,"RT @DHSCgovuk: Today we've announced an additional £150 million to upgrade A&amp;Es in 25 hospitals across England.

This funding will help exp…",1.0954,1.2952,97.5576
2020-09-17,Theresa May,It was a pleasure to meet President Moon Jae-in again in Korea 🇰🇷 to discuss the shared aspirations of our two coun… https://t.co/V3MgWjOuPl,1.0954,1.2952,97.5576
2020-09-17,Boris Johnson,Very best wishes to my friend @narendramodi on his 70th birthday. I hope to see you soon.,1.0954,1.2952,97.5576
2020-09-16,Boris Johnson,We are getting this country through the pandemic and delivering on the people’s priorities 🇬🇧 #PMQs https://t.co/LnwZ8nIyGT,1.098,1.3006,97.3369
2020-09-16,Boris Johnson,Congratulations to @sugawitter on becoming Japan’s Prime Minister. I hope your appointment and the historic Free Tr… https://t.co/y588rHxcsu,1.098,1.3006,97.3369
2020-09-15,Boris Johnson,"Today we honour all those who served in the Battle of Britain 80 years ago, defending our shores and the world agai… https://t.co/k80N2RJH73",1.0846,1.2854,96.4334
2020-09-15,Boris Johnson,"We’re introducing tougher sentencing for the most dangerous criminals, making public safety the single most importa… https://t.co/bFN34iVJrR",1.0846,1.2854,96.4334
2020-09-15,Boris Johnson,"It’s fantastic to see that more than 4,300 have joined the police and more than 100,000 people have applied.

We're… https://t.co/q1q6sm0enm",1.0846,1.2854,96.4334
2020-09-14,Boris Johnson,"RT @10DowningStreet: The UK’s Internal Market Bill 
 
✅Protects the sovereignty of the United Kingdom 
✅Provides certainty for business 
✅P…",1.0852,1.2883,96.9156
2020-09-14,Boris Johnson,We want a great future relationship and a free trade agreement with the EU - but we will not get there if they seek… https://t.co/EuFaAuUIXy,1.0852,1.2883,96.9156
2020-09-14,Boris Johnson,I’ve spoken with @Keir_Starmer to pass on my best wishes. Sincerely hope he &amp; his family are well.,1.0852,1.2883,96.9156
2020-09-11,Boris Johnson,"We need to do whatever we can to protect each other.
 
Remember: wash hands, cover face, make space.… https://t.co/OqKQxWVui3",1.0805,1.2782,95.8252
2020-09-11,Boris Johnson,"The UK has just signed a major Free Trade Agreement with Japan. 🇬🇧🇯🇵 

Congratulations to @trussliz and all who too… https://t.co/s9U4ujmE3M",1.0805,1.2782,95.8252
2020-09-11,Boris Johnson,"Today we remember all those who died, those who survived, and those who continue to grieve America’s darkest of days. 
 
#September11",1.0805,1.2782,95.8252
2020-09-10,Boris Johnson,"I believe we will beat this virus before too long. 
 
So let’s work together and follow the rules. From Monday soci… https://t.co/bBjHhcwURq",1.0837,1.2867,96.5608
2020-09-10,Boris Johnson,RT @10DowningStreet: Prime Minister @BorisJohnson wishing everyone on the Rock a very happy Gibraltar National Day! 🇬🇧🇬🇮 https://t.co/vpej2…,1.0837,1.2867,96.5608
2020-09-10,Boris Johnson,"RT @10DowningStreet: From Monday in England, you must not hold social gatherings with more than 6 people. 

The “rule of 6” applies in any…",1.0837,1.2867,96.5608
2020-09-09,Boris Johnson,"We are getting on with taking the tough decisions in the national interest to move this country forward 🇬🇧 

#PMQs https://t.co/QNgVfVMlAv",1.1006,1.2996,98.0093
2020-09-09,Boris Johnson,"This #999Day, on behalf of the entire nation, I want to say a huge thank you to the incredible emergency service wo… https://t.co/JmdEZSHuNL",1.1006,1.2996,98.0093
2020-09-09,Boris Johnson,RT @10DowningStreet: Hexmap showing the distribution of Covid-19 positive tests by specimen date in England by lower tier local authority.…,1.1006,1.2996,98.0093
2020-09-09,Boris Johnson,"In England, from Monday, we are introducing the rule of 6. You must not meet socially in groups of more than 6 - an… https://t.co/3l3RHvMnDx",1.1006,1.2996,98.0093
2020-09-09,Boris Johnson,"RT @10DowningStreet: WATCH LIVE: #Coronavirus press conference (9 September 2020)
 
Speakers: 

🔵 @BorisJohnson, Prime Minister
🔵 Prof Chri…",1.1006,1.2996,98.0093
2020-09-08,Boris Johnson,"RT @10DowningStreet: Put your coronavirus questions to Prime Minister @BorisJohnson.
 
Submit yours at: https://t.co/cxEV8n40Vs https://t.c…",1.1044,1.3023,99.5999
2020-09-08,Boris Johnson,"I’ll be answering some of your questions about coronavirus.
 
Ask your questions at https://t.co/FBynuacYFP https://t.co/7cw6hbYQp8",1.1044,1.3023,99.5999
2020-09-08,Boris Johnson,"RT @NHSuk: After a tough year, lots of kids are feeling unsettled. #EveryMindMatters has created tips and advice to help you look after the…",1.1044,1.3023,99.5999
2020-09-07,Boris Johnson,"Read my statement on our final phase of negotiations with the EU. 

https://t.co/dG0mZAUQtw",1.1142,1.3177,99.852
2020-09-04,Boris Johnson,"Today I visited the HS2 Interchange site in Solihull, West Midlands.

This fantastic project will create thousands… https://t.co/Uj85IhkVzu",1.1197,1.3199,99.7984
2020-09-04,Boris Johnson,"Today I visited the HS2 Interchange Site in Solihull, West Midlands.

HS2 will create 22,000 new jobs – firing up e… https://t.co/AGlhrAC3ce",1.1197,1.3199,99.7984
2020-09-03,Boris Johnson,We are investing £500 million to increase testing capacity and develop new coronavirus testing trials.… https://t.co/si6ecbBtJj,1.1215,1.3271,99.9716
2020-09-02,Boris Johnson,We want to move this country forward 🇬🇧#PMQs https://t.co/WTiMGl2Iwn,1.1236,1.3303,100.5241
2020-09-02,Boris Johnson,It’s outrageous that a chemical weapon was used against Alexey Navalny. We have seen first-hand the deadly conseque… https://t.co/pYCP15oFoQ,1.1236,1.3303,100.5241
2020-09-02,Theresa May,"Deeply alarming that Novichok has again been used in an attempt to silence critics of the Russian state.

The use o… https://t.co/j5rg1a67vj",1.1236,1.3303,100.5241
2020-09-02,Boris Johnson,RT @RishiSunak: This isn’t just about kickstarting our country’s economy – it is an opportunity to kickstart the careers of thousands of yo…,1.1236,1.3303,100.5241
2020-09-01,Boris Johnson,"Throughout the pandemic, so many businesses have done amazing work to support their staff and their community.
 
An… https://t.co/rhh7ChdDiG",1.1248,1.345,98.7714
2020-08-28,Boris Johnson,"Children have had to miss out on so much this year. 

Let’s get them back into the classroom so they can continue t… https://t.co/gbFfp9Net7",1.1205,1.3330000000000002,99.0686
2020-08-28,Boris Johnson,.@AbeShinzo has achieved great things as PM of Japan - for his country and the world. Under his stewardship the UK-… https://t.co/ueGHv9xWSn,1.1205,1.3330000000000002,99.0686
2020-08-28,Boris Johnson,This week Dr Jenny Harries and I answered some of your questions on what measures are being put in place to ensure… https://t.co/ibPbBkrCFH,1.1205,1.3330000000000002,99.0686
2020-08-27,Boris Johnson,"Getting children back to school is so important for their education, wellbeing and future opportunities. 
 
Earlier… https://t.co/0MRpE919p9",1.1188,1.3189,98.9989
2020-08-26,Boris Johnson,"Today I visited Castle Rock High School in Leicestershire, to see how they are getting students back to school safe… https://t.co/27D6YWNIEN",1.1163,1.3193,99.7325
2020-08-26,Boris Johnson,"RT @10DowningStreet: The Prime Minister will be answering your questions ahead of children going back to school.
 
Submit yours here 👇
http…",1.1163,1.3193,99.7325
2020-08-26,Boris Johnson,The poisoning of Alexey @Navalny shocked the world. The UK stands in solidarity with him &amp; his family. We need a fu… https://t.co/keJn2y6olF,1.1163,1.3193,99.7325
2020-08-26,Boris Johnson,WATCH my live address to school students in England. https://t.co/2HY0Cxq6xG,1.1163,1.3193,99.7325
2020-08-25,,,1.1095,1.3118,98.5293
2020-08-24,Boris Johnson,"RT @Conservatives: 📞...

Join us at #CPC20 ➡️ https://t.co/PmvOHdb6ur https://t.co/c9cOLZUEvJ",1.1064,1.3071,97.3588
2020-08-24,Boris Johnson,This is why it’s vitally important that we get our children back into the classroom to learn and to be with their f… https://t.co/wdcFyqKUh1,1.1064,1.3071,97.3588
2020-08-24,Theresa May,Those affected by the Primodos scandal were ignored for decades but held fast to their campaign. That takes immense… https://t.co/3DvDeeYyDa,1.1064,1.3071,97.3588
2020-08-24,Boris Johnson,"As the Chief Medical Officer has said, the risk of contracting Covid-19 in school is very small and it is far more… https://t.co/Zzl0OJK8cB",1.1064,1.3071,97.3588
2020-08-24,Boris Johnson,"We have always been guided by our scientific and medical experts, and we now know far more about coronavirus than w… https://t.co/5K8dFg0pdD",1.1064,1.3071,97.3588
2020-08-24,Boris Johnson,"I have previously spoken about the moral duty to reopen schools to all pupils safely, and I would like to thank the… https://t.co/g1DD8TGFus",1.1064,1.3071,97.3588
2020-08-24,Boris Johnson,Now is the time to get kids back to school. https://t.co/yMxw595KUr,1.1064,1.3071,97.3588
2020-08-21,,,1.1098,1.3073,97.7141
2020-08-20,Boris Johnson,The Manchester Arena attack was a horrifying and cowardly act of violence which targeted children and families. 1/5,1.1099,1.3144,97.3355
2020-08-20,Boris Johnson,"My thoughts remain with the survivors, and with the friends and families of victims, who have shown remarkable courage and dignity. 3/5",1.1099,1.3144,97.3355
2020-08-20,Boris Johnson,"Congratulations to everyone receiving their GCSE results today. 
 
I know the last few months have been tough and t… https://t.co/6oi2dVTxeM",1.1099,1.3144,97.3355
2020-08-19,Boris Johnson,"RT @10DowningStreet: The @ONS COVID-19 infection survey is expanding, making it the UK's largest study tracking the spread of #coronavirus.…",1.1081,1.3182,96.3362
2020-08-18,,,1.1093,1.3223,96.8056
2020-08-17,,,1.1038,1.3099,96.2907
2020-08-14,Boris Johnson,"Tonight I am thinking of the British, Commonwealth and Allied servicemen who, 75 years ago in the Far East, were ju… https://t.co/TNGLiORwgr",1.1083,1.311,95.5767
2020-08-14,Boris Johnson,"RT @RishiSunak: Last Friday I visited businesses in Glasgow and the Isle of Bute to see how our #PlanForJobs is protecting, supporting and…",1.1083,1.311,95.5767
2020-08-14,Boris Johnson,"I was delighted to meet 95 year old Maureen Lightbody in Northern Ireland, and award her a Point of Light. 

Mauree… https://t.co/8fdN1LT3yz",1.1083,1.311,95.5767
2020-08-14,Boris Johnson,"RT @10DowningStreet: We have announced tougher measures targeting the most serious breaches of social distancing restrictions. 

More here:…",1.1083,1.311,95.5767
2020-08-13,Boris Johnson,"We will stand side by side as we build back better, constructing the kind of exciting, strong, prosperous Northern… https://t.co/RBZ9TOnKp4",1.1061,1.3096,95.677
2020-08-13,Boris Johnson,"Today I visited Northern Ireland to meet with the First and Deputy First Ministers, and to express my thanks to eme… https://t.co/u9QUnwLi53",1.1061,1.3096,95.677
2020-08-13,Boris Johnson,"Today I’ve been in Northern Ireland, to meet with the First Minister and Deputy First Minister. 

Westminster and S… https://t.co/hwmJGHWJ6U",1.1061,1.3096,95.677
2020-08-13,Boris Johnson,The UAE and Israel’s decision to normalise relations is hugely good news. It was my profound hope that annexation d… https://t.co/xIpacPpGEZ,1.1061,1.3096,95.677
2020-08-13,Boris Johnson,"RT @10DowningStreet: If you are receiving A Level results today, we’ve introduced a new process to provide an additional safety net.
 
Find…",1.1061,1.3096,95.677
2020-08-13,Boris Johnson,"RT @10DowningStreet: Today PM @BorisJohnson is in Northern Ireland, where he met First Minister Arlene Foster and Deputy First Minister Mic…",1.1061,1.3096,95.677
2020-08-13,Boris Johnson,"RT @10DowningStreet: PM @BorisJohnson has held his first meeting with Taoiseach @MichealMartinTD. 

They discussed the close ties between o…",1.1061,1.3096,95.677
2020-08-12,Boris Johnson,I am saddened to learn of the very serious incident in Aberdeenshire and my thoughts are with all of those affected… https://t.co/P6Q2n22MCd,1.1061,1.3058,96.1122
2020-08-12,Boris Johnson,"RT @10DowningStreet: A new ‘triple lock’ process will provide an additional safety net for students receiving exam results.
 
GCSE and A-Le…",1.1061,1.3058,96.1122
2020-08-12,Boris Johnson,"My thoughts are very much with those who lost their lives near Stonehaven today, their families, and, of course, th… https://t.co/BVwWz8mmo2",1.1061,1.3058,96.1122
2020-08-11,Boris Johnson,"I visited Hereford County Hospital today, one of the twenty hospitals getting a major new upgrade thanks to a boost… https://t.co/ueKoOWZPhX",1.1124,1.3087,95.5466
2020-08-11,Boris Johnson,This morning I visited Hereford County Hospital and saw how extra funding is helping them build new wards and prepa… https://t.co/fJiXMEuGU0,1.1124,1.3087,95.5466
2020-08-10,Boris Johnson,"Great to visit St Joseph’s Catholic Primary School and Sacred Heart of Mary Girls’ School today, and find out how t… https://t.co/CARWOakpXv",1.1124,1.3089,96.2958
2020-08-10,Boris Johnson,Today I visited two schools in Upminster to see the steps they’ve taken to safely welcome back pupils in September.… https://t.co/SkB4MpYTqb,1.1124,1.3089,96.2958
2020-08-07,,,1.1071,1.3051,96.2509
2020-08-06,Boris Johnson,Great to be out and about in Ruislip Manor this morning to offer my thanks and support to the fantastic local busin… https://t.co/Q4HpvppvcC,1.1091,1.3143,96.4399
2020-08-06,Boris Johnson,We’re going to cut the red tape and reform our planning system so we can build better homes faster. https://t.co/bgADjPexkt,1.1091,1.3143,96.4399
2020-08-06,Boris Johnson,"RT @10DowningStreet: We’re reforming the planning system so we can build new homes and community infrastructure more quickly and easily.

F…",1.1091,1.3143,96.4399
2020-08-06,Boris Johnson,"The current planning system wastes time and taxpayers’ money.

That’s why we’re going to cut the red tape, overhaul… https://t.co/LjUphghmYo",1.1091,1.3143,96.4399
2020-08-05,Boris Johnson,"RT @ShaunBaileyUK: I was homeless and unemployed. But I turned my life around.

And I spent 20 years as a youth worker helping others do th…",1.1059,1.3143,95.7921
2020-08-05,Boris Johnson,".@ShaunBaileyUK wants to make London safer, greener and more affordable. He would be a fantastic Mayor of London an… https://t.co/wpA4rsxJlM",1.1059,1.3143,95.7921
2020-08-05,Boris Johnson,I've just spoken to @Douglas4Moray and congratulated him on becoming leader of the @ScotTories. I look forward to w… https://t.co/OjlbD5apKW,1.1059,1.3143,95.7921
2020-08-04,Boris Johnson,The pictures and videos from Beirut tonight are shocking. All of my thoughts and prayers are with those caught up i… https://t.co/ETopi3ngEd,1.1106,1.3079,96.4313
2020-08-04,Boris Johnson,Fantastic to see that tens of thousands of new homes and other vital infrastructure projects have today been given… https://t.co/cNPhWwuYCu,1.1106,1.3079,96.4313
2020-08-04,Boris Johnson,Tonight a candle has been lit in memory of John Hume and placed in the door of Downing Street. A symbol to all of u… https://t.co/BZpkxHa03V,1.1106,1.3079,96.4313
2020-08-03,Boris Johnson,"My sincerest condolences go to his devoted wife, Pat, and the rest of the Hume family at this difficult time.",1.1104,1.3032,95.7305
2020-08-03,Boris Johnson,"He led the SDLP with great distinction for more than twenty years, driven by a strong sense of social justice, and… https://t.co/xAXeLEc5cj",1.1104,1.3032,95.7305
2020-08-03,Boris Johnson,John Hume was quite simply a political giant. He stood proudly in the tradition that was totally opposed to violenc… https://t.co/ZQ4297AKYE,1.1104,1.3032,95.7305
2020-07-31,Boris Johnson,RT @10DowningStreet: PM @BorisJohnson has announced today that some of the proposed changes to the rules in August will be postponed for at…,1.1096,1.3126,97.4301
2020-07-31,Boris Johnson,"RT @10DowningStreet: WATCH LIVE: #Coronavirus press conference (31 July 2020)
 
Speakers: 

🔵 @BorisJohnson, Prime Minister
🔵 Prof Chris Wh…",1.1096,1.3126,97.4301
2020-07-31,Boris Johnson,"There are some very simple ways we can all protect ourselves and others from the spread of coronavirus. 

Wash your… https://t.co/uAunJpjLgF",1.1096,1.3126,97.4301
