Date,Name,Tweets,USD_EUR
2020-10-20,Emmanuel Macron,"Dès demain en Conseil des ministres, nous aurons à dissoudre le groupement de fait Cheikh Yassine. D'autres actes s… https://t.co/84biXktcPA",1.181
2020-10-20,Emmanuel Macron,"Depuis 3 ans, des centaines de lieux, établissements, salles de prières, écoles clandestines, foyers d’endoctrinement, ont été fermés.",1.181
2020-10-20,Emmanuel Macron,Les mots nous les avons eus. Le mal nous l'avons nommé. Nous savons ce qui est à faire. Nos concitoyens attendent d… https://t.co/Gb8Yh1SO68,1.181
2020-10-20,Emmanuel Macron,"Ces derniers jours, plusieurs dizaines d'actions concrètes ont été lancées contre des associations qui portent une… https://t.co/9XcZ1vGh00",1.181
2020-10-20,Emmanuel Macron,Notre stratégie de lutte contre la radicalisation et l’islamisme s'est intensifiée depuis un an avec une déclinaiso… https://t.co/UpVYFsKo0a,1.181
2020-10-19,Emmanuel Macron,"Lutter contre le terrorisme islamiste, c'est combattre l'ennemi à la racine, sur les théâtres d'opérations. C'est a… https://t.co/8uAopdUiWm",1.1785
2020-10-19,Emmanuel Macron,تستمر فرنسا في التزامها بالوقوف إلى جانب العراق في محاربة الإرهاب، وفي دعم احترام سيادته. وسنهزم الشّر من جذوره. وأ… https://t.co/AjYSm2Ql8G,1.1785
2020-10-16,Emmanuel Macron,À tous les enseignants de France. https://t.co/YLlIVILTaN,1.1741
2020-10-16,Emmanuel Macron,Ils ne passeront pas.,1.1741
2020-10-16,Emmanuel Macron,Déclaration après l’attaque terroriste de Conflans-Sainte-Honorine. https://t.co/kRtDv7Y8pv,1.1741
2020-10-16,Emmanuel Macron,Nous avons le devoir de soutenir l’Afrique face à la pandémie. Notre initiative pour soutenir la recherche et rendr… https://t.co/K2Xowauw4R,1.1741
2020-10-16,Emmanuel Macron,"En vue du Brexit, les Britanniques ont davantage besoin d’un accord que l’Union européenne. Les Européens sont prêt… https://t.co/0tx6aCG8Mm",1.1741
2020-10-16,Emmanuel Macron,Nous sommes désormais douze ! Douze membres de l’Union européenne à porter une ambition climatique nouvelle. On con… https://t.co/k81pwkmIL0,1.1741
2020-10-16,François Hollande,"Avec l’assassinat effroyable d’un professeur, la République et son école sont à nouveau la cible du terrorisme isla… https://t.co/hsoQVuWXKI",1.1741
2020-10-15,Emmanuel Macron,"Face à l’urgence climatique, nous devons poursuivre nos efforts et accélérer tous ensemble. Avec nos partenaires du… https://t.co/KqYiNW67Kw",1.1698
2020-10-15,Emmanuel Macron,"Ils font de la protection des autres le choix d’une vie, jamais nous n’accepterons la violence et l’irrespect enver… https://t.co/Gchqtp2Ahb",1.1698
2020-10-14,Emmanuel Macron,"L'hôtellerie, les cafés, les restaurants, le tourisme, l'événementiel, la culture et le sport : à tous les secteurs… https://t.co/GYZuFVM3AK",1.175
2020-10-14,Emmanuel Macron,COVID-19 : suivez mon interview. https://t.co/RPCt4WgBPL,1.175
2020-10-14,Emmanuel Macron,Un couvre-feu sera instauré de 21h à 6h dans les zones d’état d’urgence sanitaire. https://t.co/hDrckFCt3B,1.175
2020-10-14,Emmanuel Macron,Six maximum. https://t.co/G9hs0K8HF0,1.175
2020-10-14,Emmanuel Macron,Nous sommes une nation de citoyens solidaires. Nous avons besoin les uns des autres. On s'en sortira ensemble.,1.175
2020-10-14,Emmanuel Macron,"La deuxième vague est là. Nos services de réanimation sont sous pression. Sans mobilisation collective, ils seront… https://t.co/0XgHjc0Z4C",1.175
2020-10-14,Emmanuel Macron,Cette crise touche d'abord les plus précaires. Une aide financière sera apportée aux bénéficiaires du RSA et des AP… https://t.co/9FQVHydeFw,1.175
2020-10-14,Emmanuel Macron,https://t.co/FO1GGwNWkY,1.175
2020-10-14,Emmanuel Macron,"C'est dur d'avoir 20 ans en 2020.
Je sais les efforts que nous demandons aux jeunes. https://t.co/S3HFcJ0N3n",1.175
2020-10-13,Emmanuel Macron,Heureux de l’élection de la France au Conseil des droits de l’Homme. Alors que les droits de l’Homme et le multilat… https://t.co/bruSEovPOR,1.1787
2020-10-12,,,1.1799
2020-10-09,François Hollande,Le fait que plus aucun français ne soit retenu en otage dans le monde ne doit pas réduire la vigilance dans les dép… https://t.co/2qIx1mOcuw,1.1795
2020-10-09,François Hollande,La libération de Sophie Pétronin après 4 ans de détention vient mettre un terme à épreuve douloureuse pour une huma… https://t.co/m46qgAxhEO,1.1795
2020-10-09,Emmanuel Macron,Merci aux autorités maliennes d’avoir rendu possible la libération de Sophie Pétronin. Ma reconnaissance à l’ensemb… https://t.co/ECETQWTURV,1.1795
2020-10-09,Emmanuel Macron,690 millions de personnes souffrent de la faim dans le monde. Le Programme alimentaire mondial apporte au maximum d… https://t.co/bM9Sy129Et,1.1795
2020-10-09,Emmanuel Macron,Les Français se réjouissent avec moi de vous revoir enfin chère Sophie Pétronin. Bienvenue chez vous ! https://t.co/OMmrLnBnY7,1.1795
2020-10-09,Emmanuel Macron,The World Food Program is of vital help for the 690 million hungry human beings in this world. France contributes a… https://t.co/TZcximrFmd,1.1795
2020-10-08,Emmanuel Macron,Je viens d’échanger quelques mots par téléphone avec Sophie Pétronin. Quelle joie d’avoir entendu sa voix et de sav… https://t.co/EhaREtv2oD,1.1765
2020-10-08,Emmanuel Macron,"Sophie Pétronin est libre.

Retenue en otage depuis près de 4 ans au Mali, sa libération est un immense soulagement… https://t.co/MUTzd34fAD",1.1765
2020-10-08,François Hollande,Retrouvez-moi ce samedi 10 octobre aux Rendez-vous de l’Histoire de Blois pour une carte blanche « La gauche et le… https://t.co/dnWu2Kr9fr,1.1765
2020-10-07,Emmanuel Macron,"La Nation n’abandonne aucun de ses territoires, aucun de ses enfants. Je veux dire à nouveau aux habitants touchés… https://t.co/FQmKHfq325",1.177
2020-10-07,Emmanuel Macron,EN DIRECT | Je réponds aux questions de Marie Chantrait et Jeff Wittenberg depuis Saint-Martin-Vésubie. https://t.co/jCQ4PVcmNQ,1.177
2020-10-07,Emmanuel Macron,EN DIRECT | Aux côtés des habitants des Alpes-Maritimes touchés par les intempéries. https://t.co/bPK0rZ3Voi,1.177
2020-10-07,Emmanuel Macron,L’État est mobilisé et le restera pour soutenir les victimes des intempéries. J’ai signé ce matin l’arrêté de catas… https://t.co/zLPRjGSMcn,1.177
2020-10-07,Emmanuel Macron,Aux côtés des habitants de Tende. Les dégâts dans le département sont terribles. Les témoignages bouleversants. C’e… https://t.co/83dChottKH,1.177
2020-10-07,Emmanuel Macron,"« Quand la machine France se met en route, c'est impressionnant. »

Ce que m’a dit le maire de Tende, c’est la soli… https://t.co/ER0dRPG2hI",1.177
2020-10-07,Emmanuel Macron,Grande joie de voir Emmanuelle Charpentier reconnue par le prix Nobel de chimie. Son utilisation des ciseaux molécu… https://t.co/Km7oTzpX1z,1.177
2020-10-06,Emmanuel Macron,Aidons les aidants !,1.1795
2020-10-06,Emmanuel Macron,"Il est souvent difficile pour les aidants de concilier vie personnelle et professionnelle, de souffler, de trouver… https://t.co/I2khS0l5vZ",1.1795
2020-10-06,Emmanuel Macron,"À tous les proches aidants, je veux vous dire ma gratitude. Vous incarnez la fraternité de notre devise, vous faite… https://t.co/VxSKHijjuV",1.1795
2020-10-06,Emmanuel Macron,"Pour les aidants, il est souvent difficile de concilier vie personnelle et professionnelle, de trouver un moment de… https://t.co/3XPfDDFZyr",1.1795
2020-10-06,Emmanuel Macron,"Aidants, ne restez pas seuls.
➜ Pour vous soutenir au quotidien, appelez le 0 800 360 360. Au bout du fil, une équi… https://t.co/0doNWoLggN",1.1795
2020-10-05,Emmanuel Macron,La fraternité est au cœur de notre Nation ! Merci à toutes celles et à tous ceux qui aident les plus fragiles au qu… https://t.co/8vvkwpY86N,1.1768
2020-10-02,Emmanuel Macron,Toute association sollicitant une subvention auprès de l’État ou d’une collectivité territoriale devra signer un co… https://t.co/7kWm6L0Eeu,1.173
2020-10-02,Emmanuel Macron,"Chaque mois des préfets ferment des écoles illégales, souvent administrées par des extrémistes religieux.
Dès la re… https://t.co/SoeP46LqIL",1.173
2020-10-02,Emmanuel Macron,L’ambition de former et promouvoir en France une génération d’imams et d’intellectuels qui défendent un Islam plein… https://t.co/yJpZp8GUa8,1.173
2020-10-02,Emmanuel Macron,"Notre réponse doit être plus large, puissante et répondre aux problèmes concrets observés sur le terrain. Un projet… https://t.co/fYUaQ4tJju",1.173
2020-10-02,Emmanuel Macron,"Les actes sont là.
Ils valent souvent mieux que les mots. https://t.co/IDcBGQoDLp",1.173
2020-10-02,Emmanuel Macron,"Ni naïveté, ni stigmatisation.
Je l’ai toujours dit : nous ne tolèrerons jamais ceux qui remettent en cause les loi… https://t.co/819rukV4DO",1.173
2020-10-01,Emmanuel Macron,"On va résister, tous ensemble.
Ayez confiance.",1.1752
2020-10-01,Emmanuel Macron,J'ai conscience des sacrifices qui ont été demandés à notre jeunesse ces derniers mois. On sortira de cette crise e… https://t.co/vBXIScnlzP,1.1752
2020-10-01,Emmanuel Macron,"Entrepreneurs, nous sommes à vos côtés ! 
Le soutien de l’Etat a été massif et immédiat. Aujourd’hui, saisissez-vou… https://t.co/7kOJAeTmfg",1.1752
2020-09-30,,,1.1708
2020-09-29,François Hollande,Le conflit ouvert par l'Azerbaïdjan contre l'Arménie a déjà provoqué trop de pertes humaines. Il porte le danger d'… https://t.co/VF9pljG5Jm,1.1702
2020-09-28,Emmanuel Macron,@GitanasNauseda @Elysee Esu labai laimingas būdamas šiandien Lietuvoje. Dėkoju už priėmimą!,1.167
2020-09-25,François Hollande,"RT @BFMTV: Lutte contre le séparatisme: ""Ça ne peut pas seulement être un discours, ça doit être une politique"", selon François Hollande (@…",1.1634
2020-09-25,François Hollande,Une fois encore c’est la République qui est frappée. Mais comme hier elle saura montrer la force de ses valeurs et… https://t.co/sApSsdLa6m,1.1634
2020-09-24,,,1.1645
2020-09-23,François Hollande,"Juliette Gréco aura précédé et accompagné les grands mouvements de la société française. Pour la liberté, elle aura… https://t.co/a9vBxmxuy5",1.1692
2020-09-23,Emmanuel Macron,"Elle était l’élégance et la liberté. Juliette Gréco a rejoint Brel, Ferré, Brassens, Aznavour et tous ceux qu’elle… https://t.co/fYJ2QmxTXs",1.1692
2020-09-23,Emmanuel Macron,"2 semaines → 1 mois. 

Beaucoup d’entre vous le demandaient : le congé paternité va être allongé ! https://t.co/HvvipE3IyG",1.1692
2020-09-22,Emmanuel Macron,Déclaration pour la 75e session de l’Assemblée générale des Nations unies. https://t.co/qyCb4GtkAh,1.1740000000000002
2020-09-22,Emmanuel Macron,"Plus fragiles, nos aînés sont davantage exposés au virus. Nous devons collectivement redoubler d'attention.",1.1740000000000002
2020-09-22,Emmanuel Macron,"Le 22 septembre 1792, la Convention nationale décrétait l’An I de la République. Il fallut 78 ans d’Histoire avant… https://t.co/ZA46hASQld",1.1740000000000002
2020-09-22,Emmanuel Macron,La plus grande levée de fonds jamais réalisée par une startup française : bravo à toutes les équipes de @Mirakl qui… https://t.co/KO6Z6zTQGE,1.1740000000000002
2020-09-22,Emmanuel Macron,"Face au virus :
1. Laver ses mains.
2. Porter son masque.
3. Garder ses distances.",1.1740000000000002
2020-09-22,Emmanuel Macron,"Pour protéger nos aînés, la vigilance ne doit pas signifier l’isolement. Le lien social et familial est tout aussi… https://t.co/Jo6BwNlA6B",1.1740000000000002
2020-09-21,Emmanuel Macron,"Dobrodošli v Franciji, dragi @BorutPahor, ampak mislim, da Francijo že dobro poznate, kot vsi Slovenci, ki so sprem… https://t.co/xHqbIUcwgX",1.1787
2020-09-21,Emmanuel Macron,"Il y a 75 ans, nos prédécesseurs se sont unis autour d’une promesse : la paix, les droits de l’homme, l’égalité et… https://t.co/JA6AhbnTYG",1.1787
2020-09-21,Emmanuel Macron,"La France, terre d’innovation ! https://t.co/EE3S960IIn",1.1787
2020-09-21,Emmanuel Macron,"Bienvenue en France cher @BorutPahor, mais je crois que vous la connaissez déjà très bien comme tous les Slovènes q… https://t.co/uVbgAcqPQi",1.1787
2020-09-18,Emmanuel Macron,"Dans le Gers, l’Hôtel de Polignac est un joyau du 18ème siècle qui abrite aujourd’hui une école. Il était menacé pa… https://t.co/VZr8yddxaa",1.1833
2020-09-18,Emmanuel Macron,"À Ajaccio, nous avons adressé un message clair à la Turquie : réouvrons un dialogue responsable, de bonne foi, sans… https://t.co/l0jL7lwvbm",1.1833
2020-09-18,Emmanuel Macron,Une relance PAR et POUR le patrimoine ! https://t.co/bJcqpD3lqP,1.1833
2020-09-18,Emmanuel Macron,"Notre patrimoine est la marque du passé, mais il est bien vivant ! Il participe à l’activité de nos territoires, à… https://t.co/NMs4dhGjzE",1.1833
2020-09-17,Emmanuel Macron,".@LeTour, c’est la France ! 
C’est un lien charnel avec notre patrimoine, notre culture et nos paysages. 
C’est un… https://t.co/49FcjDlNcc",1.1797
2020-09-17,Emmanuel Macron,"RT @olivierveran: Notre stratégie face au #COVID__19 repose sur 4 piliers : 
➡️les gestes barrières
➡️notre stratégie tester - alerter - pr…",1.1797
2020-09-16,Emmanuel Macron,Le tour de France fait partie de notre art de vivre à la française ! #TDF2020 https://t.co/qAghdTKWjw,1.1869
2020-09-16,Emmanuel Macron,"Vigilants, toujours, mais sans renoncer à vivre et à vibrer au rythme de nos rendez-vous mythiques ! 

Un grand mer… https://t.co/WukkDjGC9i",1.1869
2020-09-15,Emmanuel Macron,@Conv_Citoyenne Pas de polémique. La @Conv_Citoyenne le dit dans son rapport : le numérique est un levier majeur de… https://t.co/rybQWtvVhn,1.1892
2020-09-14,Emmanuel Macron,On ne le dit pas assez : les entreprises du numérique créent des emplois. Et dans tous les territoires ! https://t.co/NzNC91mGBM,1.1876
2020-09-14,Emmanuel Macron,"Les entreprises du numérique ont eu un rôle déterminant pendant la crise du Covid-19 !

C’est parce que nous compto… https://t.co/rW8fAIU8u1",1.1876
2020-09-14,Emmanuel Macron,"Je l’ai dit aux acteurs du numérique présents à mes côtés ce soir et je veux le dire à tous : tenez bon, ne vous laissez jamais décourager.",1.1876
2020-09-14,Emmanuel Macron,"RT @gouvernementFR: #COVID19 | Le virus circule toujours. Ne pas respecter les gestes barrières, c’est prendre des risques pour soi et pour…",1.1876
2020-09-14,Emmanuel Macron,"Un an après, nous en sommes à 13 ! https://t.co/wiPyZCNlzS",1.1876
2020-09-11,Emmanuel Macron,"Élu chaleureux forgé par la méritocratie républicaine, haute figure du gaullisme, européen convaincu, ténor du Parl… https://t.co/qixmztZtDY",1.1854
2020-09-11,Emmanuel Macron,"Aux Corses, je veux dire merci : vous avez fait du Med7 un succès. Les délégations ont pu le voir : l’Île-de-Beauté… https://t.co/O5pW35ScNT",1.1854
2020-09-11,François Hollande,"Les autorités afghanes ont libéré hier les deux meurtriers de Bettina Goislard, humanitaire française assassinée en… https://t.co/60XSwmx4zo",1.1854
2020-09-10,Emmanuel Macron,EN DIRECT | Conférence de presse depuis la Préfecture d'Ajaccio. https://t.co/IsdGB6AuNz,1.1849
2020-09-10,Emmanuel Macron,"Welcome in Corsica Giuseppe, Pedro, Kyriáko, Antonio, Níkos and Robert ! https://t.co/Q0O3DPWV7y",1.1849
2020-09-10,Emmanuel Macron,"Notre méthode ? 
Faire ce que l’on dit et associer l’ensemble des parties prenantes. 
Les premiers résultats sont l… https://t.co/HmucovlRzb",1.1849
2020-09-10,Emmanuel Macron,Heureux de retrouver @kmitsotakis pour le sommet Med7 que la France accueille à Ajaccio. Nos échanges sur le parten… https://t.co/FqyEXnfhLK,1.1849
2020-09-10,Emmanuel Macron,"Pour la stabilité et la sécurité, pour la biodiversité et le climat, il y a en Méditerranée un intérêt collectif à… https://t.co/BnSQBn30X6",1.1849
2020-09-10,Emmanuel Macron,Pax Mediterranea !,1.1849
2020-09-10,Emmanuel Macron,"EN DIRECT | Conférence de presse des membres du Med7, l’alliance des pays du Sud de l’Union européenne. https://t.co/efhnTn8uIi",1.1849
2020-09-10,Emmanuel Macron,"Avec la Turquie, nous souhaitons retrouver un dialogue responsable,  sans naïveté et de bonne foi.",1.1849
2020-09-10,Emmanuel Macron,"Une avancée tangible à l’issue du sommet Med7 : nous avons un agenda commun de souveraineté, d’exigence et de dialo… https://t.co/nQcv5UEqfd",1.1849
2020-09-09,Emmanuel Macron,Je ferai le point demain avec les élus sur les projets en cours pour la Corse. J’ai également tenu à organiser à Aj… https://t.co/wa3X0Bvvxu,1.1773
2020-09-09,Emmanuel Macron,L’incendie d’un camp à Lesbos est un drame supplémentaire pour des milliers de migrants déjà en situation de détres… https://t.co/2eI4iiMXVH,1.1773
2020-09-09,Emmanuel Macron,"« Amicu un' senti... »
Le 9 septembre 1943, la Corse était libérée. Souvenons-nous à jamais de tous les héros qui s… https://t.co/qiNuEvGQI4",1.1773
2020-09-09,François Hollande,"Ce matin, dès 8h30 je répondrai aux questions de @JJBourdin_RMC en direct sur RMC.

https://t.co/e1nRQ3sFjg",1.1773
2020-09-09,François Hollande,Si aucun projet ne s’élabore il n’y a pas de victoire possible de la gauche en 2022 https://t.co/iR90wufAHU,1.1773
2020-09-09,Emmanuel Macron,"La Corse a une identité bien à elle. Elle est corse, française, européenne et méditerranéenne. C’est toute sa force… https://t.co/OAxA4PAcgn",1.1773
2020-09-08,Emmanuel Macron,Nous partageons un dialogue de confiance avec le Roi de Jordanie Abdallah II. Pour faire face aux crises et répondr… https://t.co/GVRiNUtja8,1.1785
2020-09-08,Emmanuel Macron,"D’ici la rentrée 2022, chaque département sera doté d’un internat d’excellence. https://t.co/QHUgSzxWul",1.1785
2020-09-08,Emmanuel Macron,"Les jeunes sont confrontés à une situation inédite. Nous devons aider cette génération. Pour l'emploi des jeunes, p… https://t.co/Cau4Y286gZ",1.1785
2020-09-08,Emmanuel Macron,Il n’y aura pas de génération sacrifiée.,1.1785
2020-09-08,Emmanuel Macron,"On a longtemps laissé croire que l’apprentissage était synonyme d’échec scolaire : c’est faux !

C’est une filière… https://t.co/Jg0ZCleerw",1.1785
2020-09-08,Emmanuel Macron,EN DIRECT | Les mêmes chances de réussir pour tous. Point presse depuis Clermont-Ferrand : https://t.co/3Mp4bKJ98Y,1.1785
2020-09-08,Emmanuel Macron,Combien de jeunes ont vu des portes se fermer parce qu’ils n’avaient pas les « bons codes » ou  qu’ils n’étaient pa… https://t.co/8KhlfiBhAV,1.1785
2020-09-08,Emmanuel Macron,"La promesse républicaine, c’est donner à chaque jeune les mêmes chances de réussir, quel que soit son lieu de naiss… https://t.co/NaNIljS6vz",1.1785
2020-09-08,Emmanuel Macron,Les lycéens issus de milieux populaires veulent réussir. Mais tous n’ont pas les mêmes chances que leurs camarades.… https://t.co/HmyCNdsdD0,1.1785
2020-09-08,Emmanuel Macron,We have a dialogue with King Abdullah II of Jordan that is characterized by trust. To face the crises and regional… https://t.co/RckDp7b0fe,1.1785
2020-09-07,Emmanuel Macron,Very good discussion with @BorisJohnson. We will step up our cooperation against migrant smugglers. We discussed st… https://t.co/LLKLPh2dZs,1.1824
2020-09-07,Emmanuel Macron,Très bon échange avec @BorisJohnson. Nous allons renforcer notre coopération contre les trafiquants de migrants. No… https://t.co/RvG9BEArGg,1.1824
2020-09-04,Emmanuel Macron,EN DIRECT | 150 ans en République https://t.co/266ZVl9e4g,1.1842
2020-09-04,François Hollande,J'ai eu la joie de lancer l'étape du Tour de France au Teil. J'ai tenu à rencontrer les élus et les habitants de ce… https://t.co/fxc58wDRVx,1.1842
2020-09-04,Emmanuel Macron,"La liberté dans notre République est un bloc. 
C’est la liberté de conscience et en particulier la laïcité, ce régi… https://t.co/87Iakc39cX",1.1842
2020-09-04,Emmanuel Macron,On ne choisit jamais une part de France : on choisit la France. https://t.co/5gdxYOjtrW,1.1842
2020-09-04,Emmanuel Macron,"La République, parce qu’elle est indivisible, n’admet aucune aventure séparatiste. https://t.co/Vd8OQkGOO3",1.1842
2020-09-04,Emmanuel Macron,"RT @PompiersParis: #Beyrouth Le détachement GRIMP de la zone Paris, composé de pompiers du 77, 78, 95 et de 2 pompiers de Paris, est rentré…",1.1842
2020-09-04,Emmanuel Macron,"À chaque fois que le drapeau tombera, il faudra le rehisser. À chaque fois que la République sera menacée, il faudr… https://t.co/KBCYGN2bXg",1.1842
2020-09-04,Emmanuel Macron,"Matthew, Nora, Patricia, Catherine, Rana, vous devenez citoyens français. À vous, aux côtés de tous les enfants de… https://t.co/f4WZnGlqOl",1.1842
2020-09-04,Emmanuel Macron,"Il y a tant de figures, françaises non par héritage mais par les combats menés, qui ont façonné notre Histoire : Lé… https://t.co/8uCyPvE58e",1.1842
2020-09-04,Emmanuel Macron,"Vive la République, vive la France !",1.1842
2020-09-03,Emmanuel Macron,"RT @JeanCASTEX: #FranceRelance sera un puissant accélérateur de la transition écologique.
Un exemple très concret : investir dans la rénova…",1.1813
2020-09-03,Emmanuel Macron,RT @BrunoLeMaire: #FranceRelance est un plan d'investissement pour préparer la France de 2030. Notre objectif est de créer les emplois qu'a…,1.1813
2020-09-03,Emmanuel Macron,RT @gouvernementFR: EN DIRECT | Présentation du plan #FranceRelance https://t.co/9oGwKooXrF,1.1813
2020-09-03,Emmanuel Macron,"Thank you, dear @BarhamSalih and all the political authorities for welcoming me to Baghdad. Many challenges lie ahe… https://t.co/uthVrcAaJh",1.1813
2020-09-03,Emmanuel Macron,"Grâce à la transformation économique entamée depuis plus de 3 ans, la France est en train de retrouver sa place : c… https://t.co/XZpzB3soyv",1.1813
2020-09-02,Emmanuel Macron,"Les défis sont nombreux pour garantir la souveraineté de l’Irak dans toutes ses dimensions, sécuritaire et économiq… https://t.co/WQ80gJd3ZQ",1.1861
2020-09-02,Emmanuel Macron,C’est pour la petite Tamara rencontrée hier que nous devons rester mobilisés. C’est pour toute la jeunesse que nous… https://t.co/u4yaIuyNNF,1.1861
2020-09-02,François Hollande,"RT @RTLFrance: ""En France, nous avons la grande liberté de choisir sa religion. La laïcité, c'est une protection"", @fhollande dans #RTLMati…",1.1861
2020-09-02,François Hollande,"RT @RTLFrance: #CharlieHebdo : 5 ans après, ""Plus que jamais vive la liberté d'expression... Le droit de se moquer de Dieu et de toutes les…",1.1861
2020-09-02,Emmanuel Macron,EN DIRECT | Point presse depuis Bagdad. https://t.co/tbQAEoXxnB,1.1861
2020-09-02,Emmanuel Macron,"À Bagdad, où je suis heureux de me rendre pour la première fois, je viens apporter notre soutien à l’Irak dans une période de défis.",1.1861
2020-09-01,Emmanuel Macron,"L’école est une chance, elle nous rassemble. Les défis de cette rentrée sont nombreux, mais nous sommes enfin tous… https://t.co/DNH4SecToZ",1.1987
2020-09-01,Emmanuel Macron,"La liberté, le dialogue, la coexistence. Le Liban est fort de ces valeurs. Fort de l'Histoire centenaire du Grand L… https://t.co/lxlGjtqpqf",1.1987
2020-09-01,Emmanuel Macron,الحرية والحوار والتعايش: إنها قيم مترسّخة في لبنان، هذا البلد الذي يستمدّ قوّته من التاريخ المئوي لدولة لبنان الكبي… https://t.co/CbNotzsmbP,1.1987
2020-09-01,Emmanuel Macron,"À Beyrouth, pour m'assurer que l'aide d'urgence est arrivée aux bons endroits, aux bonnes personnes. Au port, les r… https://t.co/5V3H4PaCha",1.1987
2020-09-01,Emmanuel Macron,في بيروت لأتحقّق من وصول المساعدات الطارئة إلى مكانها الصحيح وإلى الأشخاص المناسبين. وفي المرفأ، تتجلّى ثمرة ما بذل… https://t.co/Sjx4FFLh47,1.1987
2020-09-01,Emmanuel Macron,Les progrès sont là. Mais la communauté internationale doit poursuivre ses efforts pour les Libanais. Je propose à… https://t.co/xBAGk0kU2E,1.1987
2020-09-01,Emmanuel Macron,EN DIRECT | Conférence de presse depuis Beyrouth. https://t.co/N9IAeiP9cg,1.1987
2020-09-01,Emmanuel Macron,"Le Liban n’est pas seul. 
Dès le lendemain de l’explosion au Port de Beyrouth, nous avons agi concrètement : https://t.co/8D4ctpAp5f",1.1987
2020-09-01,Emmanuel Macron,« La valeur de l’engagement m’importe au même titre que la valeur littéraire ; je ne les sépare pas. » Les combats… https://t.co/Ha9rHddovO,1.1987
2020-09-01,Emmanuel Macron,Les forces politiques libanaises se sont toutes engagées à former un gouvernement de mission dans les quinze jours. https://t.co/5tTJgzADqe,1.1987
2020-09-01,Emmanuel Macron,Le moment est venu pour les autorités libanaises de tirer les leçons de la tragédie du 4 août et d’en tirer les con… https://t.co/aJlNWnG6Dl,1.1987
2020-09-01,Emmanuel Macron,J’ai entendu les acteurs de l’aide et de la reconstruction ce matin au Port de Beyrouth. Ils sont déterminés. Nous… https://t.co/VvybQkjUsr,1.1987
2020-09-01,Emmanuel Macron,Après le temps de l’urgence humanitaire viendra celui de la reconstruction économique et sociale. https://t.co/AbuKCRYTcM,1.1987
2020-08-31,Emmanuel Macron,EN DIRECT | De retour à Beyrouth. https://t.co/Qn4idLtWQv,1.194
2020-08-31,Emmanuel Macron,"RT @Elysee: 6 août 2020, Beyrouth. https://t.co/uUygHaJJtI",1.194
2020-08-31,Emmanuel Macron,"Libanais, vous êtes comme des frères pour les Français. Je vous en ai fait la promesse : je reviens à Beyrouth pour… https://t.co/xAoVlGVAtg",1.194
2020-08-31,Emmanuel Macron,أقول للبنانيين إنكم كأخوة للفرنسيين. وكما وعدتكم، فها أنا أعودُ إلى بيروت لاستعراض المستجدّات بشأن المساعدات الطارئ… https://t.co/RzadgElP83,1.194
2020-08-28,Emmanuel Macron,France Relance comportera des programmes ciblés destinés à changer ici et maintenant la vie des Français dans les t… https://t.co/tHybU7KPa9,1.1915
2020-08-28,Emmanuel Macron,Le plan France Relance sera présenté jeudi par le Premier ministre. Il est particulièrement ambitieux. C’est l’un d… https://t.co/t0EAX2ocJd,1.1915
2020-08-28,Emmanuel Macron,"Au plus fort de la crise sanitaire, nous avons acté des mesures d’une ampleur inédite pour sauver les entreprises.… https://t.co/ASUA9VeloM",1.1915
2020-08-28,Emmanuel Macron,"Avant la pandémie, pour la première fois depuis plus de 12 ans, on ouvrait plus d’usines qu’on en fermait, on recré… https://t.co/Kkpr5732HR",1.1915
2020-08-28,Emmanuel Macron,Nous devons relocaliser et recréer des forces de production sur nos territoires. La souveraineté sanitaire et indus… https://t.co/3nNIwbgb2X,1.1915
2020-08-28,Emmanuel Macron,"Dans toutes les crises, un monde ancien disparaît, un nouveau apparaît. Cette crise peut être une opportunité. Notr… https://t.co/UAGRQ7chnd",1.1915
2020-08-28,Emmanuel Macron,L’entreprise pharmaceutique Seqens à Villeneuve-la-Garenne est un exemple de relocalisation par l’innovation. Ce qu… https://t.co/CJAOcEDuJX,1.1915
2020-08-28,Emmanuel Macron,100 milliards d’euros : pas pour reconstruire notre économie à l’identique ! 100 milliards pour faire de la France… https://t.co/bM8EBkCDM2,1.1915
2020-08-27,,,1.1806
2020-08-26,Emmanuel Macron,"L’esprit paralympique, c’est celui de femmes et d’hommes extraordinaires. Par le sport, par une volonté à toute épr… https://t.co/PuXbkf2F4q",1.1789
2020-08-26,Emmanuel Macron,"Le 26 août 1940, Félix Éboué proclamait le ralliement du Tchad au Général de Gaulle. Il fut le premier à planter l'… https://t.co/pdI2EmMPZF",1.1789
2020-08-26,Emmanuel Macron,"Ravi de recevoir le Président @Macky_Sall ! Avec le Sénégal, nos efforts sont convergents pour la stabilité au Sahe… https://t.co/7WMSpd3I9b",1.1789
2020-08-25,Emmanuel Macron,"Pour surmonter la crise sanitaire, nous devons apprendre à vivre avec le virus. Il n'y a pas de fatalité : si nous… https://t.co/cT4edHWiJ7",1.1814
2020-08-25,Emmanuel Macron,Priorité santé. J'ai réuni ce matin un conseil de défense pour organiser la rentrée dans les meilleures conditions… https://t.co/TvClUdUtQv,1.1814
2020-08-25,Emmanuel Macron,"Le plan de relance pour la reconstruction économique, écologique et sociale sera présenté dès la semaine prochaine.",1.1814
