Date,Open_AAPL,High_AAPL,Low_AAPL,Close_AAPL,Volume_AAPL
2020-08-27,127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623048,155552400
2020-08-26,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,163022400
2020-08-25,124.69750213623048,125.18000030517578,123.05249786376952,124.8249969482422,211495600
2020-08-24,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,345937600
2020-08-21,119.2624969482422,124.86750030517578,119.25,124.37000274658205,338054800
2020-08-20,115.75,118.39250183105469,115.73249816894531,118.2750015258789,126907200
2020-08-19,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,145538000
2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,105633600
2020-08-17,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,119561600
2020-08-14,114.83000183105469,115.0,113.04499816894531,114.90750122070312,165565200
2020-08-13,114.43000030517578,116.0425033569336,113.92749786376952,115.01000213623048,210082000
2020-08-12,110.49749755859376,113.2750015258789,110.29750061035156,113.01000213623048,165944800
2020-08-11,111.97000122070312,112.48249816894531,109.10749816894531,109.375,187902400
2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,212403600
2020-08-07,113.20500183105469,113.6750030517578,110.2925033569336,111.1125030517578,198045600
2020-08-06,110.20629914310179,114.20658640424804,109.59989430929977,113.69750213623048,202428800
2020-08-05,109.18064569487689,110.19381829681197,108.70150624411282,109.86441040039062,121992000
2020-08-04,108.93608564121695,110.59060373100559,108.19242373269705,109.4676284790039,173071600
2020-08-03,108.00526408812034,111.43657745017626,107.6983223850302,108.74143981933594,308151200
2020-07-31,102.69983040567485,106.22347591705852,100.64353280108251,106.06875610351562,374336800
2020-07-30,94.0179854256677,96.1241885485044,93.598743151197,96.01688385009766,158130000
2020-07-29,93.5812706915415,95.05861036908381,93.54383970639758,94.86894989013672,90329200
2020-07-28,94.19766216412641,94.37983645094087,93.07967514524547,93.0846710205078,103625600
2020-07-27,93.5413398236924,94.73418875800941,93.31175804247464,94.6393585205078,121214000
2020-07-24,90.82374517952034,92.80267527954442,88.98455488478909,92.44831085205078,185438800
2020-07-23,96.82292505025492,96.9027828969732,91.84440593767413,92.67790222167969,197004400
2020-07-22,96.51847701231766,97.79867007904836,96.42864264339941,97.0974349975586,89001600
2020-07-21,98.99401484546732,99.07137475554475,96.56838793473526,96.82542419433594,103646000
2020-07-20,96.24397761724222,98.32272632287184,95.88961317148096,98.18048095703124,90318000
2020-07-17,96.81294481496212,96.9726528866048,95.66750338520248,96.15412902832031,92186800
2020-07-16,96.38870669282608,97.22968914177584,95.73238884363484,96.3487777709961,110577600
2020-07-15,98.81184075072207,99.06887701082329,96.31634012229726,97.5491180419922,153198000
2020-07-14,94.66930475500895,97.07995918862099,93.70854314039984,96.88282012939452,170989200
2020-07-13,97.08994546338772,99.77510653850626,95.08605879180672,95.3056640625,191649200
2020-07-10,95.16342161610778,95.80726505360556,94.53455818903751,95.74736785888672,90257200
2020-07-09,96.08924631025288,96.14414762736723,94.50211160475985,95.58016967773438,125642800
2020-07-08,94.01049980001459,95.20334879350857,93.920657817417,95.17090606689452,117092000
2020-07-07,93.68359062801716,94.484644202678,92.89002325066478,93.00481414794922,112424400
2020-07-06,92.33351941015076,93.77591840874227,92.30107668482486,93.2942886352539,118655600
2020-07-02,91.79699276920307,92.45081271982755,90.74638912981793,90.8636703491211,114041600
2020-07-01,91.11571835133266,91.67470805892056,90.81376490560852,90.8636703491211,110737200
2020-06-30,89.85798157536482,91.33033301077744,89.83802092160748,91.03585815429688,140223200
2020-06-29,88.15355726056947,90.3795471104402,87.66194334574247,90.28221893310548,130646000
2020-06-26,90.93853957838112,91.16563105010685,88.09616069883289,88.2483901977539,205256800
2020-06-25,90.01271172016192,91.08577395611923,89.2316187962238,91.04584503173828,137522400
2020-06-24,91.08577477067742,92.03157166027113,89.46868758927414,89.85299682617188,192623200
2020-06-23,90.8362213588078,92.92745206903595,90.40449701565596,91.46758270263672,212155600
2020-06-22,87.67691859563493,89.70326389735777,87.629503474209,89.5560302734375,135445200
2020-06-19,88.50043364341059,88.97956547602463,86.1321984834121,87.27264404296875,264476000
2020-06-18,87.69438836806921,88.20347262790312,87.14787312199681,87.77424621582031,96820400
2020-06-17,88.62770118215053,88.69008869637359,87.61452856042105,87.73930358886719,114406400
2020-06-16,87.70686007963431,88.14108235339977,86.02489514821484,87.86157989501953,165428800
2020-06-15,83.1625550889502,86.26446041724701,82.99535320269577,85.59317016601562,138808800
2020-06-12,86.02489366514345,86.79350446936421,83.40461813635072,84.54755401611328,200146000
2020-06-11,87.17032724870819,87.60703983566944,83.71905341235768,83.82386016845703,201662400
2020-06-10,86.81846115342091,88.53286878397465,86.36677617070913,88.05123901367188,166651600
2020-06-09,82.88555800526919,86.2469898978549,82.85311527997237,85.84272003173828,147712400
2020-06-08,82.41390465654362,83.24989885370934,81.6827248320888,83.21495819091797,95654400
2020-06-05,80.69201386005928,82.78823285225108,80.66206907120366,82.72584533691406,137250400
2020-06-04,80.95154510633601,81.25848679658452,80.05066545755263,80.43497467041016,87560400
2020-06-03,81.0189218754912,81.40323109307647,80.42997978478077,81.13371276855469,104491200
2020-06-02,80.0431804292602,80.7144706888787,79.58899749976678,80.68951416015625,87642800
2020-06-01,79.29453122355432,80.44246301774395,79.15977205934881,80.31768798828125,80791200
2020-05-29,79.6688594436805,80.14300305114446,78.97511055722347,79.34194946289062,153598000
2020-05-28,79.04996707616485,80.714469270649,78.76548397758478,79.41930389404297,133560800
2020-05-27,78.89276257095733,79.5341004612103,78.13163029012715,79.38436889648438,112945200
2020-05-26,80.72944445156378,80.91410905904654,78.98259403066443,79.03999328613281,125522000
2020-05-22,78.80042265504457,79.66387137825191,78.69561589069187,79.57902526855469,81803200
2020-05-21,79.52162366258825,80.07812304242965,78.82537685729436,79.06993865966797,102688800
2020-05-20,79.02751451582141,79.73623580231995,78.98758559065283,79.66387176513672,111504800
2020-05-19,78.61575729977,79.48668459655867,78.11166890608567,78.14411163330078,101729600
2020-05-18,78.15159275273814,78.9825910709339,77.44037358489093,78.59828186035156,135372400
2020-05-15,74.95236244529895,76.8364623621178,74.91742178119347,76.78904724121094,166348400
2020-05-14,75.99049104458201,77.30811505392865,75.24682912573861,77.2457275390625,158929200
2020-05-13,77.89704595568288,78.84534070742734,75.66606791743541,76.7740707397461,200622400
2020-05-12,79.3144942463424,79.77866132995244,77.58761205177144,77.71238708496094,162301200
2020-05-11,76.88637179344583,79.11984016763545,76.67175479067696,78.61076354980469,145946400
2020-05-08,76.27248228740827,77.44786091132472,75.9355881908132,77.39295959472656,134048000
2020-05-07,75.46428363250901,75.94959553042419,75.1531882095129,75.59369659423828,115215200
2020-05-06,74.77738219984455,75.46925811393166,74.38166973483712,74.81969451904297,142333600
2020-05-05,73.43345790598175,74.91178408659461,73.284130571506,74.05564880371094,147751200
2020-05-04,71.96757993715576,73.09249834346136,71.2582807963325,72.9605941772461,133568000
2020-05-01,71.24085486166639,74.41402830965328,71.14130584114238,71.94268798828125,240616800
2020-04-30,72.1641887160612,73.30155552768146,71.76350141379851,73.119873046875,183064000
2020-04-29,70.86257042592048,72.09202028157752,70.65351518989145,71.60919952392578,137280800
2020-04-28,70.94966648922986,71.136323751659,69.23740358176654,69.33197021484375,112004800
2020-04-27,70.13335247820164,70.81527884271054,69.67293730621822,70.47431945800781,117087600
2020-04-24,68.98853139667644,70.43450246931225,68.93875308564886,70.42454528808594,126508800
2020-04-23,68.65751866620394,70.12091284514528,68.40864231182897,68.44846343994139,124814400
2020-04-22,68.09505256787179,69.16273420605366,67.74414360790537,68.71475982666016,29215600
2020-04-21,68.75955986302877,69.00097023401776,66.05924986054872,66.79094696044922,45247900
2020-04-20,69.17518442109501,70.10348834439425,68.9014189174679,68.92132568359375,32503800
2020-04-17,70.85261263939063,71.41507565218302,68.90390645698547,70.38223266601562,53812500
2020-04-16,71.52208998209953,71.72617042135163,70.27024218757596,71.3503646850586,39281300
2020-04-15,70.28268411375842,71.26076640756528,69.84217568096321,70.78790283203125,32788600
2020-04-14,69.68538135120211,71.73861133744288,69.20006940732185,71.43995666503906,48748700
2020-04-13,66.77602036117872,68.11746768399982,66.15880420961572,68.00547027587889,32755700
2020-04-09,66.87308066911936,67.21404006556851,65.87757523359905,66.69637298583984,40529100
2020-04-08,65.38977382676086,66.54207261399091,65.01397567960856,66.21853637695311,42223800
2020-04-07,67.39571734880221,67.61971215586088,64.45897924738755,64.56599426269531,50721800
2020-04-06,62.44307712580206,65.48185535091987,62.06478779331909,65.32257843017578,50455100
2020-04-03,60.427179588267954,61.148919496773566,59.47398269551832,60.08124160766602,32470000
2020-04-02,59.81494521994581,61.01203993934021,58.958809908618285,60.9572868347168,165934000
2020-04-01,61.34802415595925,61.90052999171567,59.513806555640706,59.95680618286133,176218400
2020-03-31,63.6128010985505,65.3275553224257,62.716844655874354,63.28676986694336,197002000
2020-03-30,62.40325868057051,63.592887354824505,62.06976147840647,63.41618347167969,167976400
2020-03-27,62.90349678804161,63.679989776499404,61.48490236776228,61.6566276550293,204216800
2020-03-26,61.3530046783321,64.37933849492907,61.31318354714676,64.31961059570311,252087200
2020-03-25,62.40574440152168,64.27231701572471,60.8004927128174,61.10412216186523,303602000
2020-03-24,58.82441608789228,61.64418567777845,58.31173139837696,61.44259643554688,287531200
2020-03-23,56.763718366479594,56.86824597777849,52.913600927987346,55.84038543701172,336752800
2020-03-20,61.51725643397099,62.67453377882665,56.743809703655074,57.05241775512695,401693200
2020-03-19,61.56951981524397,62.92589515752007,60.37989117105928,60.91995239257813,271857200
2020-03-18,59.6730859032525,62.2190900028548,59.013561270691106,61.39033126831055,300233600
2020-03-17,61.599387616320456,64.11303661948592,59.332123783600906,62.93087768554688,324056000
2020-03-16,60.2156356315445,64.47888517311401,59.730327480277644,60.28034591674805,322423600
2020-03-13,65.92486114940911,69.66547245148477,62.95327307331057,69.18016052246094,370732000
2020-03-12,63.69741817845797,67.19661930190439,61.721339210638114,61.77857971191406,418474000
2020-03-11,69.03581489797509,69.98900798388976,67.65952138069295,68.54801177978516,255598800
2020-03-10,68.97359976324151,71.28814693048824,67.0398255373115,71.0143814086914,285290000
2020-03-09,65.64113933451573,69.2100253920396,65.45448206626591,66.24342346191406,286744800
2020-03-06,70.18313862358893,72.37823010123684,69.99150654669114,71.9327392578125,226176800
2020-03-05,73.54793608016763,74.55090746498709,72.52505792923091,72.90086364746094,187572800
2020-03-04,73.77690773654865,75.50908505134933,72.95312760405173,75.3448257446289,219178400
2020-03-03,75.57629076548592,75.65841662589851,71.12886364512218,72.00491333007812,319475600
2020-03-02,70.25281183471817,75.02128334473505,69.11793634996542,74.36673736572266,341397200
2020-02-28,64.02593366540378,69.28966706677343,63.80443006329317,68.0328369140625,426884800
2020-02-27,69.95914950149889,71.1786422020232,67.93329219317593,68.07266235351561,320605600
2020-02-26,71.31054185951835,74.13529001433187,71.3030758726552,72.83366394042969,198054800
2020-02-25,74.89934174657405,75.29256304390272,71.21099235883659,71.69629669189453,230673600
2020-02-24,73.98098369781013,75.70320372757139,71.98250697955599,74.20994567871094,222195200
2020-02-21,79.29698690149827,79.75243490672932,77.27611201506491,77.9107437133789,129554000
2020-02-20,80.29497401045715,80.79770147814295,79.19493725648347,79.715087890625,100566000
2020-02-19,79.64043536727277,80.77780215768655,79.64043536727277,80.54136657714844,93984000
2020-02-18,78.48564222492978,79.57821304895288,78.2989849621097,79.39155578613281,152531200
2020-02-14,80.8201059846795,81.12871783295762,80.34973361798954,80.87237548828125,80113600
2020-02-13,80.68322866467365,81.18844737735934,80.47417343133169,80.85246276855469,94747600
2020-02-12,80.00628584437659,81.43732495178409,80.00628584437659,81.4323501586914,113730400
2020-02-11,80.53638726596185,80.61104713188863,79.31937828563193,79.54336547851562,94323200
2020-02-10,78.1919741261337,80.02619171142578,78.10984826795662,80.02619171142578,109348800
2020-02-07,80.23026554468214,80.48660787438205,79.14267714008058,79.64789581298828,117684000
2020-02-06,80.0899712509605,80.7479305471307,79.51642865909885,80.74544525146484,105425600
2020-02-05,80.32584585454788,80.63372703395042,79.19117948154191,79.81189727783203,118826800
2020-02-04,78.2873976849226,79.36248497209976,77.8702772138465,79.16633605957031,136616400
2020-02-03,75.55376340982177,77.83552252269456,75.03732956269495,76.63629913330078,173985600
2020-01-31,79.68277790943284,80.11728033838588,76.54443287698355,76.84734344482422,199588400
2020-01-30,79.58594989796704,80.46736608034045,79.1415138632275,80.4127426147461,126743200
2020-01-29,80.55674972422058,81.40092431838949,79.79450653616729,80.52943420410156,216229200
2020-01-28,77.61454603416206,79.05460812874144,77.51274741776528,78.87832641601562,162234000
2020-01-27,76.9838927560623,77.40846154864457,75.69776747782747,76.70829772949219,161940000
2020-01-24,79.51394228058953,80.27866320028392,78.83611578256527,79.03226470947266,146537600
2020-01-23,78.93544090501605,79.34262782304262,78.37182431910095,79.26069641113281,104472000
2020-01-22,79.09930752932489,79.4493932785481,78.78398561399639,78.88082122802734,101832400
2020-01-21,78.75418703610958,79.20854910198966,78.45872477650937,78.60025024414062,110843200
2020-01-17,78.5257591756761,79.13902862190288,78.21043728328169,79.13655090332031,137816400
2020-01-16,77.86034734972169,78.38423704774542,77.4879167161286,78.27001953125,108829200
2020-01-15,77.42833325176503,78.33457964667478,76.8572683784327,77.30170440673828,121923600
2020-01-14,78.6325260146805,78.84853457498383,77.50778577745348,77.63440704345703,161954400
2020-01-13,77.37619331374594,78.72439041047453,77.25452748571149,78.69707489013672,121532000
2020-01-10,77.11796856945838,77.63192464360748,76.53449241598865,77.0509262084961,140644800
2020-01-09,76.28372642255854,77.0757628802537,76.0255132932623,76.87713623046875,170108400
2020-01-08,73.78098931178974,75.58851894399385,73.78098931178974,75.27816009521484,132079200
2020-01-07,74.44640703114499,74.70959076467918,73.86045308165262,74.08639526367188,108872000
2020-01-06,72.94426970350632,74.47619687725036,72.68604899623834,74.43647003173828,118387200
2020-01-03,73.77851000564671,74.63013293732202,73.61712490660447,73.84803009033203,146322800
2020-01-02,73.55257221536158,74.63510797233809,73.29187377655026,74.57303619384766,135480400
2019-12-31,71.9858718738417,72.91694843144634,71.8840732609558,72.90950012207031,100805600
2019-12-30,71.86918255644994,72.67115262515901,70.81644766669868,72.38065338134766,144114400
2019-12-27,72.28133881057096,72.98895855581547,71.53647751602324,71.95359802246094,146266000
2019-12-26,70.71713087456727,71.99829316971199,70.68733763607192,71.98091125488281,93121200
2019-12-24,70.68485031511631,70.73451076259937,70.2453849056608,70.58056640625,48478800
2019-12-23,69.65197802846758,70.5756063192663,69.61225118425766,70.51353454589844,98572000
2019-12-20,70.07407078510741,70.17834712365827,69.16285379645835,69.38134765625,275978000
2019-12-19,69.39624591107267,69.81336642934572,69.25969103404603,69.52535247802734,98369200
2019-12-18,69.47073005542633,69.99213449966108,69.30189663984441,69.45583343505861,116028400
2019-12-17,69.41363211080468,69.95985922974276,69.222446178623,69.6221923828125,114158400
2019-12-16,68.77552117932682,69.71653133438495,68.77055816548875,69.48561859130861,128186000
2019-12-13,67.40001264086206,68.3534341757534,67.26842078368718,68.31619262695311,133587600
2019-12-12,66.48632203802919,67.67313412119621,66.37211208897965,67.40001678466797,137310400
2019-12-11,66.74205811151491,67.31063772078977,66.66508971280207,67.22869873046875,78756800
2019-12-10,66.68991897315368,67.05490132636088,66.0096071422519,66.66012573242189,90420400
2019-12-09,67.0375098540148,67.23613648199347,65.77372955898429,66.27278900146484,128042400
2019-12-06,66.41183604165067,67.28580390333263,66.36713860516936,67.21379852294922,106075600
2019-12-05,65.49565789994561,66.01706233865934,65.23247417340728,65.94008636474611,74424400
2019-12-04,64.82031570278336,65.37647638800149,64.72348009573858,64.98666381835939,67181600
2019-12-03,64.13503989063695,64.43795045428507,63.63350267877929,64.4180908203125,114430400
2019-12-02,66.35968597613491,66.60301004535008,65.41123507725071,65.58751678466797,94487200
2019-11-29,66.19334359617837,66.54094402716471,66.01953959212463,66.35472869873047,46617600
2019-11-27,65.9400818273615,66.53597690324247,65.87304704102918,66.50121307373047,65235600
2019-11-26,66.27774831625433,66.33237177246798,65.17535316512043,65.61978912353516,105207600
2019-11-25,65.22749881672124,66.15361238343222,65.18032366379555,66.13623046875,84020400
2019-11-22,65.19770923658704,65.34419771758367,64.76320680787605,64.99659729003906,65325200
2019-11-21,65.47082380356984,65.55027749140707,64.8476207788477,65.05370330810547,121395200
2019-11-20,65.93016356072874,66.06423314917627,64.65396413476277,65.34668731689453,106234400
2019-11-19,66.51610973168229,66.54093995604525,65.89291428975989,66.11637115478516,76167200
2019-11-18,65.99471182974918,66.39942103765961,65.60490681962126,66.31748962402344,86703200
2019-11-15,65.46833796834571,65.9897423719388,65.3019898614984,65.98477935791016,100206400
2019-11-14,65.48571617160815,65.76628177929875,65.07604401240414,65.21012115478516,89182800
2019-11-13,64.83521174000948,65.74145814104834,64.82031512015512,65.66448974609375,102734400
2019-11-12,64.93948403972166,65.2473651775106,64.78306954097982,65.04128265380861,87388800
2019-11-11,64.13255017413753,65.16791063878979,64.12758716026674,65.10087585449219,81821200
2019-11-08,64.22938955399485,64.66389197256031,63.772542206014855,64.58940887451172,69986400
2019-11-07,64.2417977607584,64.64154390654458,64.08537568532557,64.41311645507811,94940400
2019-11-06,63.561846200351496,63.74007811534355,63.215286241878175,63.67819213867188,75864400
2019-11-05,63.63116271455494,63.91336641436654,63.45046048467236,63.65097045898438,79897600
2019-11-04,63.70046792433968,63.82919558609285,63.217761856086035,63.7425537109375,103272000
2019-11-01,61.77210385938793,63.35390924761754,61.678039744808295,63.3266830444336,151125200
2019-10-31,61.20275743170994,61.68051536309814,58.73226649985739,61.57902145385742,139162000
2019-10-30,60.58884131816789,60.722517134367564,59.71006352810053,60.21752548217773,124522000
2019-10-29,61.63100398889782,61.82408792528568,60.04672456796673,60.224952697753906,142839600
2019-10-28,61.24731246819213,61.700318267211806,61.074032490287934,61.65081024169922,96572800
2019-10-25,60.19277562058216,61.0765053792816,60.12346363077123,61.03937530517578,73477200
2019-10-24,60.52695549139891,60.598745335106585,59.85858774044957,60.2967414855957,69275200
2019-10-23,59.930383100159034,60.21258301107669,59.712543247092626,60.19772720336914,75828800
2019-10-22,59.69768668447827,59.9551306735591,59.31646697055351,59.400634765625,82293600
2019-10-21,58.7966274763842,59.65560510120035,58.74711945242543,59.536781311035156,87247200
2019-10-18,58.07132647416668,58.811484144415296,57.99706254376114,58.52185821533203,97433600
2019-10-17,58.19509633274049,58.457492270448405,57.80645436195242,58.24213027954102,67585200
2019-10-16,57.769317069049684,58.2322267172157,57.72723506052914,58.01686096191406,73903200
2019-10-15,58.51690324645567,58.82880720532853,58.143113311655796,58.25203323364258,87360000
2019-10-14,58.148061888550494,58.94763142287953,58.09112784790961,58.38817977905274,96427600
2019-10-11,57.665347952545964,58.82632939158876,57.50692001531919,58.47234344482422,166795600
2019-10-10,56.42267884664936,57.044016447924406,56.266728759450615,56.957374572753906,113013600
2019-10-09,56.19989395141602,56.3880259644429,55.855808065362176,56.19989395141602,74770400
2019-10-08,55.90036668376924,56.45486261596468,55.53152490391261,55.5488510131836,111820000
2019-10-07,56.01175933319298,56.91776713687076,55.905313491995614,56.20731735229492,122306000
2019-10-04,55.855808521396504,56.31376627250845,55.422606672536155,56.19494247436523,138478800
2019-10-03,54.07100991122865,54.69729942602045,53.25411809854888,54.66264343261719,114426000
2019-10-02,55.217140997565316,55.345864881480324,53.947239598691475,54.20221328735352,138449200
2019-10-01,55.71471002770113,56.49447183878439,55.499344255980155,55.59588623046875,139223200
2019-09-30,54.68244414044911,55.59340762563983,54.65521416128585,55.4424057006836,103909600
2019-09-27,54.59333263052208,54.697304397401744,53.78634083808804,54.16756057739258,101408000
2019-09-26,54.45966024854707,54.692352128509754,54.170034326855315,54.43243026733398,75334000
2019-09-25,54.100718515858574,54.830972244025745,53.7516807205489,54.71462631225586,87613600
2019-09-24,54.714626645021426,55.076042392610674,53.764058997614775,53.8853530883789,124763200
2019-09-23,54.19973723265477,54.420051156968604,53.8779294007799,54.14280319213867,76662000
2019-09-20,54.801265395169075,55.09336536067442,53.833367917270095,53.897727966308594,221652400
2019-09-19,54.95722185453882,55.39042369510947,54.551249995035704,54.697303771972656,88242400
2019-09-18,54.722057282394616,55.16516300578642,54.3210373485351,55.14535903930664,101360000
2019-09-17,54.44976211696132,54.66265003851425,54.24182235419254,54.63294219970703,73274800
2019-09-16,53.897732380520154,54.4918400078569,53.855650370715416,54.43490219116211,84632400
2019-09-13,54.45966029575892,54.655218323025856,53.72198050028353,54.15023040771485,159053200
2019-09-12,55.64786914176875,56.048889048653706,55.16763337429311,55.22456741333008,128906800
2019-09-11,53.98190320807904,55.37805073373565,53.89773540652392,55.34834289550781,177158400
2019-09-10,52.93973747599561,53.66256519531279,52.40751961323475,53.64276123046875,127111600
2019-09-09,53.182333460938395,53.5784052333605,52.24909562679768,53.0164794921875,109237600
2019-09-06,52.9867719686566,53.0783620019405,52.60555225159904,52.79121017456055,77449200
2019-09-05,52.47930576801976,52.96696754360774,52.358007899605774,52.79616165161133,95654800
2019-09-04,51.58567839891557,51.855500370733346,51.32080836322139,51.7837142944336,76752400
2019-09-03,51.10048289680415,51.23663279040844,50.55341302053054,50.919776916503906,80092000
2019-08-30,52.02382556569727,52.095611632837105,51.29109397894349,51.67231369018555,84573600
2019-08-29,51.612904967330586,51.81589278554361,51.15742508182563,51.73915100097656,83962000
2019-08-28,50.52371481848554,50.92473475410774,50.33063086598446,50.87770080566406,63755200
2019-08-27,51.45447443551544,51.62528032831602,50.38260891128026,50.5385627746582,103493200
2019-08-26,50.95938351801156,51.2886173331647,50.76134765767329,51.11533737182617,104174400
2019-08-23,51.84312167514578,52.49168931809162,49.756328229625815,50.16230010986328,187272000
2019-08-22,52.773887609635935,53.08331750201645,52.169879855353926,52.59318161010742,89014800
2019-08-21,52.72437915422115,52.88775526538411,52.38029326777653,52.63773727416992,86141600
2019-08-20,52.202061446980025,52.81349521268442,52.06343746041423,52.07333755493164,107537200
2019-08-19,52.13769595101492,52.66001374053797,51.99164595390976,52.07086181640625,97654400
2019-08-16,50.56826537425154,51.28119298372616,50.45934545866847,51.11781311035156,110481600
2019-08-15,50.36528233058012,50.78115425939621,49.427088857163255,49.93950653076172,108909600
2019-08-14,50.2910195095367,51.10296319740561,50.1499176738105,50.18952560424805,146189600
2019-08-13,49.761278506391896,52.51396561342275,49.627602677974025,51.72925186157226,188874000
2019-08-12,49.41471371154354,50.01624737220253,49.29836777259345,49.627601623535156,89927600
2019-08-09,49.83058703296539,50.191999005974395,49.3330213844575,49.75384902954102,98478800
2019-08-08,49.37070841322018,50.19190997127512,49.1709573947869,50.1672477722168,108038000
2019-08-07,48.1894599274942,49.212877157042904,47.797355821390546,49.08464050292969,133457600
2019-08-06,48.41140266956389,48.845433246333705,47.85160392134711,48.58156204223633,143299200
2019-08-05,48.825706235310314,48.9884639453218,47.49156187342622,47.67898178100586,209572000
2019-08-02,50.68512307269018,50.907067809122374,49.72335753091972,50.31274795532226,163448400
2019-08-01,52.749220190775354,53.76770800362628,50.98351745292059,51.4002799987793,216071600
2019-07-31,53.370672538851814,54.59137611720929,52.108046233002675,52.53713989257813,277125600
2019-07-30,51.481658147199965,51.82691008546047,51.12407887354538,51.48659133911133,135742800
2019-07-29,51.40768106981207,51.94528235831685,51.40274787771006,51.70853805541992,86693600
2019-07-26,51.1660052166316,51.72087081383645,51.0821597628222,51.2301254272461,70475600
2019-07-25,51.5137241218363,51.60003805697031,50.9810522223812,51.05257034301758,55638400
2019-07-24,51.21286570217036,51.577842940589655,51.08956222513053,51.45947265625,59966400
2019-07-23,51.407680478482646,51.518652840501616,51.11914706914115,51.50138854980469,73420800
2019-07-22,50.22150197927184,51.10435527872,50.21163935732794,51.10189056396485,89111600
2019-07-19,50.74923583435115,50.92432840124734,49.90337591456733,49.9600944519043,83717200
2019-07-18,50.307813752259776,50.77143598509248,50.23383092062771,50.71718215942383,74162400
2019-07-17,50.320142247552674,50.576611785960026,50.12778915301642,50.14751815795898,56430000
2019-07-16,50.453311732436774,50.82815532579826,50.18451107743318,50.43111801147461,67467200
2019-07-15,50.33000648611982,50.76896651216135,50.30781276594226,50.60620880126953,67789600
2019-07-12,49.92557546183816,50.307816980697744,49.863923725342204,50.13519287109375,70380800
2019-07-11,50.13765497461696,50.40399091395889,49.743086139346936,49.75294876098633,80767200
