Date,Open_MSFT,High_MSFT,Low_MSFT,Close_MSFT,Volume_MSFT
2020-10-21,213.1199951171875,216.4600067138672,213.1199951171875,215.0200042724609,5779341
2020-10-20,215.8000030517578,217.3699951171875,213.08999633789062,214.6499938964844,22699700
2020-10-19,220.4199981689453,222.3000030517578,213.72000122070312,214.22000122070312,27625800
2020-10-16,220.1499938964844,222.2899932861328,219.32000732421875,219.66000366210938,26057900
2020-10-15,217.1000061035156,220.3600006103516,216.00999450683597,219.66000366210938,22733100
2020-10-14,223.0,224.22000122070312,219.1300048828125,220.8600006103516,23451700
2020-10-13,222.72000122070312,225.2100067138672,220.42999267578125,222.8600006103516,28950800
2020-10-12,218.7899932861328,223.8600006103516,216.80999755859372,221.3999938964844,40461400
2020-10-09,211.22999572753903,215.8600006103516,211.22999572753903,215.80999755859372,26458000
2020-10-08,210.50999450683597,211.19000244140625,208.32000732421875,210.5800018310547,19925800
2020-10-07,207.05999755859372,210.1100006103516,206.72000122070312,209.8300018310547,25681100
2020-10-06,208.82000732421875,210.17999267578125,204.82000732421875,205.91000366210938,28554300
2020-10-05,207.22000122070312,210.41000366210938,206.97999572753903,210.3800048828125,21331600
2020-10-02,208.0,210.9900054931641,205.5399932861328,206.19000244140625,33154800
2020-10-01,213.4900054931641,213.9900054931641,211.32000732421875,212.4600067138672,27158400
2020-09-30,207.72999572753903,211.97999572753903,206.5399932861328,210.3300018310547,33780700
2020-09-29,209.3500061035156,210.07000732421875,206.80999755859372,207.25999450683597,24221900
2020-09-28,210.8800048828125,212.57000732421875,208.05999755859372,209.44000244140625,32004900
2020-09-25,203.5500030517578,209.0399932861328,202.5399932861328,207.82000732421875,29437300
2020-09-24,199.8500061035156,205.57000732421875,199.1999969482422,203.19000244140625,31202500
2020-09-23,207.8999938964844,208.1000061035156,200.02999877929688,200.58999633789062,30803800
2020-09-22,205.05999755859372,208.1000061035156,202.0800018310547,207.4199981689453,33517100
2020-09-21,197.19000244140625,202.7100067138672,196.3800048828125,202.5399932861328,39839700
2020-09-18,202.8000030517578,203.6499938964844,196.25,200.38999938964844,55225300
2020-09-17,200.0500030517578,204.3300018310547,199.9600067138672,202.91000366210938,34011300
2020-09-16,210.6199951171875,210.6499938964844,204.63999938964844,205.0500030517578,26328100
2020-09-15,208.4199981689453,209.77999877929688,206.92999267578125,208.77999877929688,21823900
2020-09-14,204.2400054931641,209.1999969482422,204.02999877929688,205.41000366210938,30375800
2020-09-11,207.1999969482422,208.6300048828125,201.2400054931641,204.02999877929688,33620100
2020-09-10,213.3999938964844,214.7400054931641,204.1100006103516,205.3699951171875,35461500
2020-09-09,207.6000061035156,214.83999633789062,206.6999969482422,211.2899932861328,45679000
2020-09-08,206.5,210.02999877929688,202.1999969482422,202.66000366210938,52924300
2020-09-04,215.1000061035156,218.3600006103516,205.19000244140625,214.25,59664100
2020-09-03,229.2700042724609,229.30999755859372,214.9600067138672,217.3000030517578,58400300
2020-09-02,227.97000122070312,232.8600006103516,227.3500061035156,231.6499938964844,34080800
2020-09-01,225.50999450683597,227.4499969482422,224.42999267578125,227.2700042724609,25791200
2020-08-31,227.0,228.6999969482422,224.30999755859372,225.52999877929688,28774200
2020-08-28,228.17999267578125,230.63999938964844,226.5800018310547,228.91000366210938,26292900
2020-08-27,222.88999938964844,231.1499938964844,219.3999938964844,226.5800018310547,57602200
2020-08-26,217.8800048828125,222.08999633789062,217.3600006103516,221.1499938964844,39600800
2020-08-25,213.1000061035156,216.6100006103516,213.1000061035156,216.47000122070312,23043700
2020-08-24,214.7899932861328,215.5200042724609,212.42999267578125,213.69000244140625,25460100
2020-08-21,213.8600006103516,216.25,212.8500061035156,213.0200042724609,36249300
2020-08-20,209.5399932861328,215.0,208.91000366210938,214.5800018310547,26981500
2020-08-19,211.4900054931641,212.1000061035156,209.25,209.6999969482422,27627600
2020-08-18,210.022304077204,211.84789284484813,208.70549518273484,210.97999572753903,21336200
2020-08-17,209.09456579494147,210.6807279333271,208.41619766671792,209.77291870117188,20184800
2020-08-14,208.25657844744217,209.08457876354157,207.00959277054432,208.396240234375,17958900
2020-08-13,208.93493727639415,210.84033495920863,207.64803959076858,208.19671630859372,22588900
2020-08-12,204.79494247762344,209.77291471863376,204.2562513694907,208.685546875,28041400
2020-08-11,206.66044025060287,207.14924888047528,202.65013016144528,202.8895568847656,36446500
2020-08-10,211.15955353847568,211.3690538187416,205.85239069498314,207.747802734375,36716500
2020-08-07,214.33190074670563,215.17984186000385,210.42134033222686,211.9676055908203,27789600
2020-08-06,211.82793796963628,215.84821839801208,211.03984975405075,215.82827758789062,32656800
2020-08-05,214.3817633560193,214.4815282951861,211.05980703405655,212.42649841308597,28858600
2020-08-04,213.65353279837944,214.25209200280904,209.8028404789307,212.7756500244141,49280100
2020-08-03,211.00992369865241,217.11516044519863,209.9325262924396,216.01780700683597,78983000
2020-07-31,203.9070801567452,204.60540427353612,198.53007883380752,204.5156097412109,51248000
2020-07-30,200.51529403664952,203.9669570396339,199.08874974881604,203.4082946777344,25079600
2020-07-29,202.0116811692213,204.15649046073926,201.5228573003017,203.5679168701172,19632600
2020-07-28,203.11899900633682,204.2063668390033,201.25351334644162,201.5328369140625,23251400
2020-07-27,200.9841633706641,203.47813470824417,200.37563375541484,203.3584289550781,30160900
2020-07-24,199.9366924132325,202.37081087482304,197.03370612230307,200.8145751953125,39827000
2020-07-23,206.69037051709037,210.41137148174957,201.662515788174,202.05157470703125,67457000
2020-07-22,208.69551090764733,211.78804134277004,207.88746665912618,211.23936462402344,49605700
2020-07-21,213.14476042927697,213.42408398872098,207.5283323594709,208.24659729003903,38105800
2020-07-20,204.50564661712798,211.78804585813648,202.52043998224437,211.08973693847656,36884800
2020-07-17,203.976924411028,204.5455419478349,200.90434996525025,202.3907623291016,31635300
2020-07-16,204.90467995031605,205.2039595566024,201.82213501615104,203.4282531738281,29940700
2020-07-15,209.054653674389,210.8203896664313,204.53557876990243,207.53831481933597,32179400
2020-07-14,205.63293216289173,208.3463742297942,201.5428130294304,207.8475799560547,37591800
2020-07-13,213.96278286348328,215.2796070247855,206.00203068558804,206.57066345214844,38135600
2020-07-10,213.10485690898392,213.56375433046387,210.5709887404439,213.1547393798828,26177600
2020-07-09,215.80832430609829,215.85820677602248,210.96004353612133,213.8031768798828,33121700
2020-07-08,209.5634335488489,212.7457282299469,208.186756481808,212.3167724609375,33600000
2020-07-07,209.94249436472145,214.1523190040369,207.48843520727686,207.747802734375,33600700
2020-07-06,208.32640890173488,210.6208655029629,207.58818792962018,210.19189453125,31897600
2020-07-02,205.18400058842067,207.51836930646562,204.505647697736,205.7626037597656,29315800
2020-07-01,202.65012426198524,205.85238999695375,201.28343290838416,204.20635986328125,32061200
2020-06-30,197.40281328306847,203.90707921249245,197.26315150475548,203.01922607421875,34310300
2020-06-29,195.30788239806603,198.05125087259617,193.08326422451412,197.9614715576172,26701600
2020-06-26,199.24834693682632,199.40796475017981,194.4100518427396,195.85655212402344,54675800
2020-06-25,197.32300451543892,200.12622571052498,194.99862152890339,199.85687255859372,27803900
2020-06-24,201.1138577283845,202.7598727467564,196.08600291307854,197.3629150390625,36740600
2020-06-23,201.6026543247989,203.45816952539138,200.94424226800984,201.423095703125,30917400
2020-06-22,195.3178471590834,200.27586325844098,194.75920003047852,200.0863342285156,32818900
2020-06-19,198.11110459772735,198.80941353165449,193.90127973920434,194.6793975830078,44441100
2020-06-18,193.5321754312986,196.01617635876212,193.5321754312986,195.8465881347656,23061600
2020-06-17,194.55967938540897,195.84657704461708,193.2229144799615,193.77159118652344,25655900
2020-06-16,192.4248423636272,195.1083578252025,190.99829813588585,193.10321044921875,42556700
2020-06-15,184.13488849940262,190.3598462647141,183.5662557436996,188.484375,32770200
2020-06-12,190.08051294478267,191.25767533265582,184.7334377831393,187.2872772216797,43345700
2020-06-11,192.66427382826203,195.28792125889197,185.62130138241596,185.82081604003903,52854700
2020-06-10,190.66910384898418,198.04128260204155,190.54938287239526,196.3653259277344,43872300
2020-06-09,187.54663806997064,190.24012397657702,186.80841709977798,189.34230041503903,29783900
2020-06-08,185.49161455055668,188.0953212346233,183.99523174872522,187.90577697753903,33211600
2020-06-05,182.1796084800444,187.27728636536716,181.57107888121743,186.7485656738281,39893600
2020-06-04,183.85555880108365,185.39183835335444,181.86038185310008,182.4788818359375,28761800
2020-06-03,184.37431853761302,185.49161281482108,183.13730328642356,184.9130096435547,27311000
2020-06-02,183.8056839957743,184.55387538245998,180.9126833893869,184.46409606933597,30794600
2020-06-01,182.09980517930762,182.55870260484375,181.0224229527313,182.3891143798828,22622400
2020-05-29,182.28933993465614,183.8256347286763,179.97494256066727,182.8080902099609,42146700
2020-05-28,180.3041580644486,183.70592341458558,179.9450255814379,180.96255493164062,33810200
2020-05-27,179.76544864295616,181.55114062188014,176.17413909649326,181.3715667724609,39517100
2020-05-26,185.8906426917557,186.0502605095462,180.66328854605626,181.1321563720703,36073600
2020-05-22,182.74823870370997,184.01518035361062,182.09979704922887,183.0674591064453,20826900
2020-05-21,184.95290624956849,186.21984793712954,182.8479938551766,182.98765563964844,29119500
2020-05-20,184.3643239792807,185.4018245195661,183.4964268754203,185.2122802734375,31261300
2020-05-19,184.0711446730373,185.63301597618042,182.53913187058689,182.67840576171875,26799100
2020-05-18,184.78741029447949,185.2350752780924,183.00669307354286,183.95176696777344,35306600
2020-05-15,178.13208658073543,186.09062959467445,176.08276418340068,182.2108459472656,46610400
2020-05-14,176.61995629513882,179.7536416639167,174.76959446719968,179.59446716308594,41873900
2020-05-13,181.60400503219182,183.0962318357764,175.62513992414452,178.81851196289062,44711500
2020-05-12,185.8319706472791,186.07071720756505,181.35529048533573,181.56419372558597,32038200
2020-05-11,182.20088542819045,186.5382919154792,181.90245221324074,185.7722930908203,30892700
2020-05-08,184.02139454642654,184.0412951529796,182.4097945490823,183.7229461669922,30912600
2020-05-07,183.21561314584287,183.59364881014815,181.63385630790748,182.6485748291016,28316000
2020-05-06,181.1364474364027,183.2454565546373,180.688782411457,181.59405517578125,32139300
2020-05-05,179.68399881047563,182.69829574200685,178.96772872974384,179.82327270507812,36839200
2020-05-04,173.58577466330757,178.07239776807359,172.89934790796102,177.91322326660156,30372900
2020-05-01,174.88899656951062,177.7142758708344,173.10826395951142,173.66537475585938,39370500
2020-04-30,179.06721044637382,179.4651315088129,175.31674295503777,178.28131103515625,53661300
2020-04-29,172.32235380447582,176.759233033611,170.98930149292153,176.51052856445312,51286600
2020-04-28,174.6800693736927,174.75965662632737,168.51220150181487,168.93002319335938,34392700
2020-04-27,175.67488678070472,175.9832778964962,172.40194261604907,173.14805603027344,33194400
2020-04-24,171.1683600781067,173.65540475012313,169.82536506304737,173.6454620361328,34305300
2020-04-23,173.2077397418884,174.15281368129388,170.0243255977096,170.53167724609375,32790800
2020-04-22,170.5018368782699,173.09831216797818,169.93479857668933,172.6208038330078,34651600
2020-04-21,172.60090630765689,172.7700235297353,165.24920260583357,166.95034790039062,56131400
2020-04-20,175.7146881404448,177.8236972022009,174.0831874138622,174.15281677246094,36669600
2020-04-17,178.56981429729692,179.06722325077126,174.9586204375637,177.6744842529297,52765600
2020-04-16,173.39675217425332,176.36130508074402,172.00399809342548,176.12254333496094,50479600
2020-04-15,170.31281953101325,172.6705482497372,168.3629849695561,170.9893035888672,40940800
2020-04-14,168.12422464135474,172.84960965346386,167.12940674406863,172.79986572265625,52874300
2020-04-13,163.4983359484604,164.71201506030917,161.45895611758556,164.65231323242188,41905300
2020-04-09,165.49790450194976,166.50266510441773,162.48360751482954,164.2842254638672,51431800
2020-04-08,164.81147169432214,165.80628954617157,162.6527187773749,164.27427673339844,48318200
2020-04-07,168.7111562935931,169.11903525705068,162.41395745333818,162.6427764892578,62769000
2020-04-06,159.48919857784995,165.63716535709327,156.7633923138826,164.41354370117188,67111700
2020-04-03,154.29625987703645,156.56444343813138,151.40133619152553,153.0328369140625,41243300
2020-04-02,151.07303920260946,154.67427495958367,149.58081242865234,154.45541381835938,49630700
2020-04-01,152.207134123361,156.93251900627575,150.03843845283433,151.32174682617188,57969900
2020-03-31,158.57396013818413,163.92608505974704,155.74868107092325,156.89273071289062,77927200
